Location ID,Location,Value
FL-055,Highlands County,75.5
FL-057,Hillsborough County,74.9
FL-059,Holmes County,68.5
FL-061,Indian River County,74.8
FL-063,Jackson County,69.1
FL-065,Jefferson County,70
FL-067,Lafayette County,70.5
FL-069,Lake County,73.9
FL-071,Lee County,76.5
FL-073,Leon County,70.5
FL-075,Levy County,72.9
FL-077,Liberty County,70.4
FL-079,Madison County,69.7
FL-081,Manatee County,75.1
FL-083,Marion County,72.7
FL-085,Martin County,76.4
FL-086,Miami-Dade County,78.4
FL-087,Monroe County,78.6
FL-089,Nassau County,70.7
FL-091,Okaloosa County,68.8
FL-093,Okeechobee County,75.4
FL-095,Orange County,74.9
FL-097,Osceola County,75.4
FL-099,Palm Beach County,76.8
FL-101,Pasco County,74.1
FL-103,Pinellas County,75.4
FL-105,Polk County,75.3
FL-107,Putnam County,72.2
FL-109,St. Johns County,72.1
FL-111,St. Lucie County,75.5
FL-113,Santa Rosa County,68.7
FL-115,Sarasota County,75.2
FL-117,Seminole County,74.5
FL-119,Sumter County,73.6
FL-121,Suwannee County,70.3
FL-123,Taylor County,70.4
FL-125,Union County,70.8
FL-127,Volusia County,73.8
FL-129,Wakulla County,71.1
FL-131,Walton County,68.9
FL-133,Washington County,69.2
GA-001,Appling County,68
GA-003,Atkinson County,68.1
GA-005,Bacon County,68.1
GA-007,Baker County,67.6
GA-009,Baldwin County,65.2
GA-011,Banks County,61.8
GA-013,Barrow County,62.2
GA-015,Bartow County,61.4
GA-017,Ben Hill County,67.4
GA-019,Berrien County,67.5
GA-021,Bibb County,65.2
GA-023,Bleckley County,66.4
GA-025,Brantley County,69.5
GA-027,Brooks County,68.4
GA-029,Bryan County,68.1
GA-031,Bulloch County,66.9
GA-033,Burke County,65.9
GA-035,Butts County,63.9
GA-037,Calhoun County,67.5
GA-039,Camden County,70
GA-043,Candler County,66.9
GA-045,Carroll County,62.5
GA-047,Catoosa County,60.8
GA-049,Charlton County,70.4
GA-051,Chatham County,68.4
GA-053,Chattahoochee County,65.3
GA-055,Chattooga County,61.2
GA-057,Cherokee County,60.7
GA-059,Clarke County,62.7
GA-061,Clay County,67.4
GA-063,Clayton County,63.1
GA-065,Clinch County,69.2
GA-067,Cobb County,62.1
GA-069,Coffee County,67.7
GA-071,Colquitt County,67.2
GA-073,Columbia County,64.9
GA-075,Cook County,67.5
GA-077,Coweta County,63.3
GA-079,Crawford County,64.8
GA-081,Crisp County,67
GA-083,Dade County,60
GA-085,Dawson County,59.1
GA-087,Decatur County,68.6
GA-089,DeKalb County,62.5
GA-091,Dodge County,67.2
GA-093,Dooly County,66.6
GA-095,Dougherty County,67.6
GA-097,Douglas County,62.5
GA-099,Early County,68
GA-101,Echols County,69
GA-103,Effingham County,67.2
GA-105,Elbert County,62.6
GA-107,Emanuel County,66.4
GA-109,Evans County,67.4
GA-111,Fannin County,56.9
GA-113,Fayette County,63.3
GA-115,Floyd County,61.8
GA-117,Forsyth County,60.5
GA-119,Franklin County,62
GA-121,Fulton County,62.4
GA-123,Gilmer County,57.7
GA-125,Glascock County,64.5
GA-127,Glynn County,69.5
GA-129,Gordon County,60.9
GA-131,Grady County,68.4
GA-133,Greene County,63.4
GA-135,Gwinnett County,61.8
GA-137,Habersham County,59.8
GA-139,Hall County,60.9
GA-141,Hancock County,64.2
GA-143,Haralson County,61.9
GA-145,Harris County,63.9
GA-147,Hart County,62.3
GA-149,Heard County,63.3
GA-151,Henry County,63.3
GA-153,Houston County,66
GA-155,Irwin County,67.2
GA-157,Jackson County,62.2
GA-159,Jasper County,64.2
GA-161,Jeff Davis County,67.5
GA-163,Jefferson County,65.2
GA-165,Jenkins County,66.2
GA-167,Johnson County,66
GA-169,Jones County,64.8
GA-171,Lamar County,63.8
GA-173,Lanier County,68.1
GA-175,Laurens County,66.8
GA-177,Lee County,67.3
GA-179,Liberty County,68.6
GA-181,Lincoln County,63.9
GA-183,Long County,68.6
GA-185,Lowndes County,68.4
GA-187,Lumpkin County,58.5
GA-189,McDuffie County,64.2
GA-191,McIntosh County,69.2
GA-193,Macon County,65.9
GA-195,Madison County,62.1
GA-197,Marion County,65.1
GA-199,Meriwether County,63.4
GA-201,Miller County,67.9
GA-205,Mitchell County,67.3
GA-207,Monroe County,64.3
GA-209,Montgomery County,67.2
GA-211,Morgan County,63.5
GA-213,Murray County,60
GA-215,Muscogee County,65
GA-217,Newton County,63.3
GA-219,Oconee County,62.9
GA-221,Oglethorpe County,62.8
GA-223,Paulding County,62
GA-225,Peach County,65.3
GA-227,Pickens County,59.3
GA-229,Pierce County,69.1
GA-231,Pike County,63.6
GA-233,Polk County,62.4
GA-235,Pulaski County,66.8
GA-237,Putnam County,64.4
GA-239,Quitman County,66.7
GA-241,Rabun County,58
GA-243,Randolph County,66.9
GA-245,Richmond County,65.6
GA-247,Rockdale County,62.9
GA-249,Schley County,65.8
GA-251,Screven County,66.4
GA-253,Seminole County,68.8
GA-255,Spalding County,63.6
GA-257,Stephens County,61.7
GA-259,Stewart County,65.9
GA-261,Sumter County,66.7
GA-263,Talbot County,64
GA-265,Taliaferro County,63.3
GA-267,Tattnall County,67.6
GA-269,Taylor County,64.9
GA-271,Telfair County,67.6
GA-273,Terrell County,67.1
GA-275,Thomas County,68.3
GA-277,Tift County,66.9
GA-279,Toombs County,67.3
GA-281,Towns County,56.8
GA-283,Treutlen County,66.8
GA-285,Troup County,63.6
GA-287,Turner County,66.8
GA-289,Twiggs County,65.8
GA-291,Union County,56.7
GA-293,Upson County,64
GA-295,Walker County,60.5
GA-297,Walton County,62.7
GA-299,Ware County,69.5
GA-301,Warren County,63.8
GA-303,Washington County,65.3
GA-305,Wayne County,68.8
GA-307,Webster County,66.2
GA-309,Wheeler County,67.5
GA-311,White County,58.9
GA-313,Whitfield County,60.7
GA-315,Wilcox County,67.2
GA-317,Wilkes County,63.3
GA-319,Wilkinson County,65.8
GA-321,Worth County,67
ID-001,Ada County,54.2
ID-003,Adams County,46.7
ID-005,Bannock County,47.7
ID-007,Bear Lake County,43.2
ID-009,Benewah County,49
ID-011,Bingham County,47.2
ID-013,Blaine County,45
ID-015,Boise County,46.3
ID-017,Bonner County,46.8
ID-019,Bonneville County,44.4
ID-021,Boundary County,44.4
ID-023,Butte County,44.6
ID-025,Camas County,44
ID-027,Canyon County,54.5
ID-029,Caribou County,44.2
ID-031,Cassia County,48.4
ID-033,Clark County,42.6
ID-035,Clearwater County,46.9
ID-037,Custer County,41
ID-039,Elmore County,50.1
ID-041,Franklin County,47.2
ID-043,Fremont County,42.3
ID-045,Gem County,51.9
ID-047,Gooding County,51
ID-049,Idaho County,44.8
ID-051,Jefferson County,46.3
ID-053,Jerome County,51.2
ID-055,Kootenai County,48.9
ID-057,Latah County,49.5
ID-059,Lemhi County,42.1
ID-061,Lewis County,48.4
ID-063,Lincoln County,48.9
ID-065,Madison County,45.2
ID-067,Minidoka County,49.2
ID-069,Nez Perce County,51.7
ID-071,Oneida County,48.2
ID-073,Owyhee County,50.3
ID-075,Payette County,54.1
ID-077,Power County,48
ID-079,Shoshone County,46.1
ID-081,Teton County,42.4
ID-083,Twin Falls County,50.2
ID-085,Valley County,42.4
ID-087,Washington County,51
IL-001,Adams County,53.7
IL-003,Alexander County,57.8
IL-005,Bond County,55.3
IL-007,Boone County,48.2
IL-009,Brown County,53.4
IL-011,Bureau County,49.6
IL-013,Calhoun County,55
IL-015,Carroll County,49
IL-017,Cass County,53.2
IL-019,Champaign County,52.3
IL-021,Christian County,53.5
IL-023,Clark County,53.7
IL-025,Clay County,54.9
IL-027,Clinton County,56.1
IL-029,Coles County,53.2
IL-031,Cook County,50.2
IL-033,Crawford County,54.5
IL-035,Cumberland County,53.7
IL-037,DeKalb County,48.9
IL-039,De Witt County,52.5
IL-041,Douglas County,53
IL-043,DuPage County,49.7
IL-045,Edgar County,52.9
IL-047,Edwards County,56.1
IL-049,Effingham County,54.1
IL-051,Fayette County,54.5
IL-053,Ford County,51.4
IL-055,Franklin County,56.5
IL-057,Fulton County,52.6
IL-059,Gallatin County,57
IL-061,Greene County,54.4
IL-063,Grundy County,50.7
IL-065,Hamilton County,56.5
IL-067,Hancock County,52.8
IL-069,Hardin County,57.1
IL-071,Henderson County,51.7
IL-073,Henry County,50.4
IL-075,Iroquois County,51
IL-077,Jackson County,56.5
IL-079,Jasper County,54.3
IL-081,Jefferson County,55.8
IL-083,Jersey County,55.2
IL-085,Jo Daviess County,48.4
IL-087,Johnson County,57.2
IL-089,Kane County,49
IL-091,Kankakee County,50.7
IL-093,Kendall County,49.9
IL-095,Knox County,50.9
IL-097,Lake County,48.6
IL-099,LaSalle County,50.3
IL-101,Lawrence County,55.2
IL-103,Lee County,49.4
IL-105,Livingston County,51.3
IL-107,Logan County,53
IL-109,McDonough County,52.2
IL-111,McHenry County,48.3
IL-113,McLean County,52.1
IL-115,Macon County,52.9
IL-117,Macoupin County,54.4
IL-119,Madison County,56.3
IL-121,Marion County,55.1
IL-123,Marshall County,51
IL-125,Mason County,53.3
IL-127,Massac County,58.2
IL-129,Menard County,53.3
IL-131,Mercer County,50.9
IL-133,Monroe County,57.5
IL-135,Montgomery County,54.1
IL-137,Morgan County,53.6
IL-139,Moultrie County,53
IL-141,Ogle County,49
IL-143,Peoria County,52.8
IL-145,Perry County,56.4
IL-147,Piatt County,52.6
IL-149,Pike County,54.3
IL-151,Pope County,57.4
IL-153,Pulaski County,58.1
IL-155,Putnam County,50.5
IL-157,Randolph County,56.8
IL-159,Richland County,55.1
IL-161,Rock Island County,50.7
IL-163,St. Clair County,57.1
IL-165,Saline County,56.8
IL-167,Sangamon County,53.6
IL-169,Schuyler County,52.7
IL-171,Scott County,54
IL-173,Shelby County,53.4
IL-175,Stark County,50.4
IL-177,Stephenson County,48.4
IL-179,Tazewell County,53.2
IL-181,Union County,56.9
IL-183,Vermilion County,52
IL-185,Wabash County,56
IL-187,Warren County,51
IL-189,Washington County,56
IL-191,Wayne County,56
IL-193,White County,56.8
IL-195,Whiteside County,49.9
IL-197,Will County,50.3
IL-199,Williamson County,56.5
IL-201,Winnebago County,48.5
IL-203,Woodford County,51.9
IN-001,Adams County,50.6
IN-003,Allen County,50.1
IN-005,Bartholomew County,53.9
IN-007,Benton County,50.7
IN-009,Blackford County,51.1
IN-011,Boone County,51
IN-013,Brown County,53.1
IN-015,Carroll County,51
IN-017,Cass County,50.8
IN-019,Clark County,55.8
IN-021,Clay County,53.3
IN-023,Clinton County,51
IN-025,Crawford County,55.5
IN-027,Daviess County,54.7
IN-029,Dearborn County,54
IN-031,Decatur County,53.2
IN-033,DeKalb County,49.3
IN-035,Delaware County,51.5
IN-037,Dubois County,55.4
IN-039,Elkhart County,49.3
IN-041,Fayette County,52.4
IN-043,Floyd County,56.1
IN-045,Fountain County,51.8
IN-047,Franklin County,53.2
IN-049,Fulton County,50.2
IN-051,Gibson County,56.2
IN-053,Grant County,50.8
IN-055,Greene County,53.7
IN-057,Hamilton County,51.6
IN-059,Hancock County,52.2
IN-061,Harrison County,56.2
IN-063,Hendricks County,51.4
IN-065,Henry County,51.3
IN-067,Howard County,50.9
IN-069,Huntington County,50.1
IN-071,Jackson County,54.3
IN-073,Jasper County,50.5
IN-075,Jay County,51.1
IN-077,Jefferson County,54.8
IN-079,Jennings County,54.3
IN-081,Johnson County,52.7
IN-083,Knox County,55.2
IN-085,Kosciusko County,49.5
IN-087,LaGrange County,49
IN-089,Lake County,50.1
IN-091,LaPorte County,49.4
IN-093,Lawrence County,53.8
IN-095,Madison County,51.7
IN-097,Marion County,52.2
IN-099,Marshall County,49.5
IN-101,Martin County,54.3
IN-103,Miami County,50.9
IN-105,Monroe County,52.9
IN-107,Montgomery County,51.3
IN-109,Morgan County,52.5
IN-111,Newton County,50.7
IN-113,Noble County,49.1
IN-115,Ohio County,54.6
IN-117,Orange County,54.6
IN-119,Owen County,52.9
IN-121,Parke County,52.6
IN-123,Perry County,56.5
IN-125,Pike County,55.5
IN-127,Porter County,49.7
IN-129,Posey County,57.1
IN-131,Pulaski County,50.2
IN-133,Putnam County,51.8
IN-135,Randolph County,51.2
IN-137,Ripley County,53.5
IN-139,Rush County,52.4
IN-141,St. Joseph County,49.3
IN-143,Scott County,55.1
IN-145,Shelby County,53.2
IN-147,Spencer County,56.8
IN-149,Starke County,49.7
IN-151,Steuben County,48.5
IN-153,Sullivan County,54.4
IN-155,Switzerland County,54.9
IN-157,Tippecanoe County,51
IN-159,Tipton County,51.2
IN-161,Union County,52.5
IN-163,Vanderburgh County,57.2
IN-165,Vermillion County,52.8
IN-167,Vigo County,53.8
IN-169,Wabash County,50.5
IN-171,Warren County,51.3
IN-173,Warrick County,56.6
IN-175,Washington County,54.6
IN-177,Wayne County,51.6
IN-179,Wells County,50.4
IN-181,White County,50.7
IN-183,Whitley County,49.3
IA-001,Adair County,50.3
IA-003,Adams County,50.9
IA-005,Allamakee County,47.4
IA-007,Appanoose County,51.5
IA-009,Audubon County,49.3
IA-011,Benton County,48.5
IA-013,Black Hawk County,48.3
IA-015,Boone County,49.4
IA-017,Bremer County,47.8
IA-019,Buchanan County,47.7
IA-021,Buena Vista County,48.3
IA-023,Butler County,47.9
IA-025,Calhoun County,48.9
IA-027,Carroll County,49
IA-029,Cass County,50.3
IA-031,Cedar County,49.1
IA-033,Cerro Gordo County,47.3
IA-035,Cherokee County,48.4
IA-037,Chickasaw County,46.7
IA-039,Clarke County,51.2
IA-041,Clay County,48.1
IA-043,Clayton County,47.3
IA-045,Clinton County,49.8
IA-047,Crawford County,49.2
IA-049,Dallas County,50.3
IA-051,Davis County,51.9
IA-053,Decatur County,52
IA-055,Delaware County,47.6
IA-057,Des Moines County,51.2
IA-059,Dickinson County,47.2
IA-061,Dubuque County,48
IA-063,Emmet County,47.3
IA-065,Fayette County,47.1
IA-067,Floyd County,47.3
IA-069,Franklin County,47.7
IA-071,Fremont County,52.5
IA-073,Greene County,49.3
IA-075,Grundy County,48.4
IA-077,Guthrie County,49.8
IA-079,Hamilton County,48.1
IA-081,Hancock County,47.2
IA-083,Hardin County,48.2
IA-085,Harrison County,51
IA-087,Henry County,50.3
IA-089,Howard County,46
IA-091,Humboldt County,48
IA-093,Ida County,48.6
IA-095,Iowa County,49.7
IA-097,Jackson County,49
IA-099,Jasper County,50.2
IA-101,Jefferson County,50.4
IA-103,Johnson County,49.6
IA-105,Jones County,48.8
IA-107,Keokuk County,50.5
IA-109,Kossuth County,47.6
IA-111,Lee County,51.8
IA-113,Linn County,48.8
IA-115,Louisa County,50.6
IA-117,Lucas County,51.1
IA-119,Lyon County,47.8
IA-121,Madison County,50.9
IA-123,Mahaska County,51.2
IA-125,Marion County,51
IA-127,Marshall County,49.3
IA-129,Mills County,52
IA-131,Mitchell County,46.6
IA-133,Monona County,50.1
IA-135,Monroe County,51.3
IA-137,Montgomery County,51.4
IA-139,Muscatine County,49.6
IA-141,O'Brien County,47.8
IA-143,Osceola County,46.9
IA-145,Page County,52.2
IA-147,Palo Alto County,48.3
IA-149,Plymouth County,49.2
IA-151,Pocahontas County,48.3
IA-153,Polk County,50.4
IA-155,Pottawattamie County,51.2
IA-157,Poweshiek County,49.6
IA-159,Ringgold County,51.3
IA-161,Sac County,48.6
IA-163,Scott County,50.3
IA-165,Shelby County,50
IA-167,Sioux County,48.3
IA-169,Story County,49.4
IA-171,Tama County,48.8
IA-173,Taylor County,51.3
IA-175,Union County,50.8
IA-177,Van Buren County,51.1
IA-179,Wapello County,51.5
IA-181,Warren County,51.2
IA-183,Washington County,50.3
IA-185,Wayne County,51.2
IA-187,Webster County,48.5
IA-189,Winnebago County,46.6
IA-191,Winneshiek County,46.6
IA-193,Woodbury County,49.6
IA-195,Worth County,46.7
IA-197,Wright County,47.5
KS-001,Allen County,57
KS-003,Anderson County,56.6
KS-005,Atchison County,55
KS-007,Barber County,58.4
KS-009,Barton County,56.8
KS-011,Bourbon County,57.4
KS-013,Brown County,54.3
KS-015,Butler County,57.5
KS-017,Chase County,56.3
KS-019,Chautauqua County,58.2
KS-021,Cherokee County,58.6
KS-023,Cheyenne County,53.7
KS-025,Clark County,58.1
KS-027,Clay County,55.4
KS-029,Cloud County,55.3
KS-031,Coffey County,57.2
KS-033,Comanche County,58.1
KS-035,Cowley County,58.3
KS-037,Crawford County,58
KS-039,Decatur County,54.1
KS-041,Dickinson County,56.8
KS-043,Doniphan County,54.6
KS-045,Douglas County,56.3
KS-047,Edwards County,56.6
KS-049,Elk County,57.8
KS-051,Ellis County,56.5
KS-053,Ellsworth County,57.1
KS-055,Finney County,56.2
KS-057,Ford County,56.7
KS-059,Franklin County,56.7
KS-061,Geary County,56.2
KS-063,Gove County,55.5
KS-065,Graham County,55.4
KS-067,Grant County,56.7
KS-069,Gray County,56.5
KS-071,Greeley County,54.2
KS-073,Greenwood County,57.5
KS-075,Hamilton County,55.7
KS-077,Harper County,58.7
KS-079,Harvey County,57.5
KS-081,Haskell County,56.8
KS-083,Hodgeman County,56.8
KS-085,Jackson County,54.9
KS-087,Jefferson County,55.5
KS-089,Jewell County,54.4
KS-091,Johnson County,56.1
KS-093,Kearny County,56
KS-095,Kingman County,57.8
KS-097,Kiowa County,56.9
KS-099,Labette County,58.6
KS-101,Lane County,55.8
KS-103,Leavenworth County,55.8
KS-105,Lincoln County,56.6
KS-107,Linn County,56.7
KS-109,Logan County,55.3
KS-111,Lyon County,56.5
KS-113,McPherson County,57
KS-115,Marion County,56.6
KS-117,Marshall County,53.6
KS-119,Meade County,57.8
KS-121,Miami County,56.3
KS-123,Mitchell County,55.7
KS-125,Montgomery County,58.8
KS-127,Morris County,56
KS-129,Morton County,56.8
KS-131,Nemaha County,53.5
KS-133,Neosho County,57.7
KS-135,Ness County,56.5
KS-137,Norton County,54.3
KS-139,Osage County,57
KS-141,Osborne County,55.6
KS-143,Ottawa County,56.5
KS-145,Pawnee County,56.8
KS-147,Phillips County,54.4
KS-149,Pottawatomie County,55.1
KS-151,Pratt County,57
KS-153,Rawlins County,53.9
KS-155,Reno County,57.4
KS-157,Republic County,54.3
KS-159,Rice County,56.8
KS-161,Riley County,55.6
KS-163,Rooks County,55.6
KS-165,Rush County,56.9
KS-167,Russell County,56.7
KS-169,Saline County,57.5
KS-171,Scott County,55.5
KS-173,Sedgwick County,58.4
KS-175,Seward County,57.6
KS-177,Shawnee County,56.2
KS-179,Sheridan County,54.7
KS-181,Sherman County,53.9
