Location ID,Location,Value
KS-181,Sherman County,56
KS-183,Smith County,56.4
KS-185,Stafford County,58.1
KS-187,Stanton County,59
KS-189,Stevens County,59.7
KS-191,Sumner County,61
KS-193,Thomas County,56.2
KS-195,Trego County,57.3
KS-197,Wabaunsee County,58.4
KS-199,Wallace County,56.7
KS-201,Washington County,56.9
KS-203,Wichita County,57.3
KS-205,Wilson County,60.3
KS-207,Woodson County,59.5
KS-209,Wyandotte County,58.1
KY-001,Adair County,60.6
KY-003,Allen County,61.2
KY-005,Anderson County,59.2
KY-007,Ballard County,61.6
KY-009,Barren County,60.9
KY-011,Bath County,58.4
KY-013,Bell County,58.3
KY-015,Boone County,58.6
KY-017,Bourbon County,58.5
KY-019,Boyd County,59.2
KY-021,Boyle County,58.7
KY-023,Bracken County,58.3
KY-025,Breathitt County,60.2
KY-027,Breckinridge County,58.9
KY-029,Bullitt County,60.2
KY-031,Butler County,60.9
KY-033,Caldwell County,61.2
KY-035,Calloway County,61.8
KY-037,Campbell County,58.6
KY-039,Carlisle County,61.6
KY-041,Carroll County,59.5
KY-043,Carter County,58.3
KY-045,Casey County,59.4
KY-047,Christian County,61.8
KY-049,Clark County,58.8
KY-051,Clay County,59.9
KY-053,Clinton County,61.1
KY-055,Crittenden County,60.6
KY-057,Cumberland County,61.5
KY-059,Daviess County,59.8
KY-061,Edmonson County,60.9
KY-063,Elliott County,58.4
KY-065,Estill County,59.6
KY-067,Fayette County,58.5
KY-069,Fleming County,58
KY-071,Floyd County,60.2
KY-073,Franklin County,59.5
KY-075,Fulton County,61.8
KY-077,Gallatin County,59.4
KY-079,Garrard County,59.1
KY-081,Grant County,58.8
KY-083,Graves County,61.6
KY-085,Grayson County,59.9
KY-087,Green County,60.5
KY-089,Greenup County,58.6
KY-091,Hancock County,58.8
KY-093,Hardin County,59.5
KY-095,Harlan County,57.2
KY-097,Harrison County,58.7
KY-099,Hart County,60.4
KY-101,Henderson County,60
KY-103,Henry County,59.3
KY-105,Hickman County,61.7
KY-107,Hopkins County,61.3
KY-109,Jackson County,59.1
KY-111,Jefferson County,60.4
KY-113,Jessamine County,58.8
KY-115,Johnson County,59.6
KY-117,Kenton County,58.4
KY-119,Knott County,59.4
KY-121,Knox County,59.7
KY-123,Larue County,59.7
KY-125,Laurel County,59.7
KY-127,Lawrence County,59.4
KY-129,Lee County,59.9
KY-131,Leslie County,59.2
KY-133,Letcher County,58.3
KY-135,Lewis County,58
KY-137,Lincoln County,58.9
KY-139,Livingston County,61.1
KY-141,Logan County,61.1
KY-143,Lyon County,61.4
KY-145,McCracken County,61.7
KY-147,McCreary County,59.8
KY-149,McLean County,60.6
KY-151,Madison County,59.2
KY-153,Magoffin County,59.6
KY-155,Marion County,59.5
KY-157,Marshall County,61.8
KY-159,Martin County,60
KY-161,Mason County,58
KY-163,Meade County,58.9
KY-165,Menifee County,58.5
KY-167,Mercer County,59
KY-169,Metcalfe County,60.4
KY-171,Monroe County,60.8
KY-173,Montgomery County,58.6
KY-175,Morgan County,58.8
KY-177,Muhlenberg County,61
KY-179,Nelson County,59.7
KY-181,Nicholas County,58.4
KY-183,Ohio County,60.1
KY-185,Oldham County,59.5
KY-187,Owen County,59.2
KY-189,Owsley County,60.2
KY-191,Pendleton County,58.7
KY-193,Perry County,59.6
KY-195,Pike County,59.9
KY-197,Powell County,59.2
KY-199,Pulaski County,60
KY-201,Robertson County,58.4
KY-203,Rockcastle County,59.2
KY-205,Rowan County,57.8
KY-207,Russell County,60.8
KY-209,Scott County,58.8
KY-211,Shelby County,59.3
KY-213,Simpson County,61.4
KY-215,Spencer County,59.7
KY-217,Taylor County,59.9
KY-219,Todd County,61.4
KY-221,Trigg County,61.8
KY-223,Trimble County,59.2
KY-225,Union County,60.1
KY-227,Warren County,61.6
KY-229,Washington County,59.2
KY-231,Wayne County,60.6
KY-233,Webster County,60.6
KY-235,Whitley County,59.8
KY-237,Wolfe County,59.3
KY-239,Woodford County,59
LA-001,Acadia Parish,71.4
LA-003,Allen Parish,70.7
LA-005,Ascension Parish,72.4
LA-007,Assumption Parish,73
LA-009,Avoyelles Parish,70.2
LA-011,Beauregard Parish,71
LA-013,Bienville Parish,68.4
LA-015,Bossier Parish,68.6
LA-017,Caddo Parish,68.5
LA-019,Calcasieu Parish,72
LA-021,Caldwell Parish,68.5
LA-023,Cameron Parish,72.5
LA-025,Catahoula Parish,69.1
LA-027,Claiborne Parish,67
LA-029,Concordia Parish,69.3
LA-031,De Soto Parish,68.7
LA-033,East Baton Rouge Parish,71.7
LA-035,East Carroll Parish,68.1
LA-037,East Feliciana Parish,71
LA-039,Evangeline Parish,70.6
LA-041,Franklin Parish,68.5
LA-043,Grant Parish,69.1
LA-045,Iberia Parish,72.3
LA-047,Iberville Parish,72.2
LA-049,Jackson Parish,68
LA-051,Jefferson Parish,73.5
LA-053,Jefferson Davis Parish,71.5
LA-055,Lafayette Parish,71.7
LA-057,Lafourche Parish,73.8
LA-059,La Salle Parish,69.2
LA-061,Lincoln Parish,67.6
LA-063,Livingston Parish,72
LA-065,Madison Parish,68.6
LA-067,Morehouse Parish,68
LA-069,Natchitoches Parish,69.2
LA-071,Orleans Parish,73.1
LA-073,Ouachita Parish,68
LA-075,Plaquemines Parish,73.5
LA-077,Pointe Coupee Parish,71.5
LA-079,Rapides Parish,70
LA-081,Red River Parish,69.1
LA-083,Richland Parish,68.2
LA-085,Sabine Parish,69.5
LA-087,St. Bernard Parish,73
LA-089,St. Charles Parish,73.5
LA-091,St. Helena Parish,70.9
LA-093,St. James Parish,72.9
LA-095,St. John the Baptist Parish,73
LA-097,St. Landry Parish,71
LA-099,St. Martin Parish,72.2
LA-101,St. Mary Parish,73
LA-103,St. Tammany Parish,72
LA-105,Tangipahoa Parish,71.5
LA-107,Tensas Parish,68.6
LA-109,Terrebonne Parish,74
LA-111,Union Parish,67.6
LA-113,Vermilion Parish,72.1
LA-115,Vernon Parish,70.1
LA-117,Washington Parish,70.9
LA-119,Webster Parish,68.2
LA-121,West Baton Rouge Parish,71.9
LA-123,West Carroll Parish,68
LA-125,West Feliciana Parish,71.1
LA-127,Winn Parish,68.7
ME-001,Androscoggin County,49
ME-003,Aroostook County,43.2
ME-005,Cumberland County,49.8
ME-007,Franklin County,44.1
ME-009,Hancock County,48.6
ME-011,Kennebec County,48.9
ME-013,Knox County,48.6
ME-015,Lincoln County,49.1
ME-017,Oxford County,46.4
ME-019,Penobscot County,46.9
ME-021,Piscataquis County,44.2
ME-023,Sagadahoc County,49.5
ME-025,Somerset County,44.3
ME-027,Waldo County,48.3
ME-029,Washington County,48.2
ME-031,York County,50.4
MD-001,Allegany County,56.4
MD-003,Anne Arundel County,61.3
MD-005,Baltimore County,59
MD-009,Calvert County,61.6
MD-011,Caroline County,61
MD-013,Carroll County,57.8
MD-015,Cecil County,59.1
MD-017,Charles County,61.8
MD-019,Dorchester County,62.1
MD-021,Frederick County,58.1
MD-023,Garrett County,52.7
MD-025,Harford County,59
MD-027,Howard County,58.9
MD-029,Kent County,60.2
MD-031,Montgomery County,59.3
MD-033,Prince George's County,60.8
MD-035,Queen Anne's County,60.5
MD-037,St. Mary's County,62.1
MD-039,Somerset County,62.4
MD-041,Talbot County,61.6
MD-043,Washington County,57.8
MD-045,Wicomico County,62
MD-047,Worcester County,61.9
MD-510,Baltimore City,61
MD-511,"Washington, D.C.",61
MA-001,Barnstable County,55
MA-003,Berkshire County,50.2
MA-005,Bristol County,55.2
MA-007,Dukes County,55.2
MA-009,Essex County,53.4
MA-011,Franklin County,52.1
MA-013,Hampden County,53.1
MA-015,Hampshire County,52.5
MA-017,Middlesex County,54.2
MA-019,Nantucket County,54.3
MA-021,Norfolk County,55
MA-023,Plymouth County,55.2
MA-025,Suffolk County,55.3
MA-027,Worcester County,53
MI-001,Alcona County,47.6
MI-003,Alger County,44.3
MI-005,Allegan County,52.4
MI-007,Alpena County,47.8
MI-009,Antrim County,47.9
MI-011,Arenac County,50.3
MI-013,Baraga County,43.4
MI-015,Barry County,51.8
MI-017,Bay County,51.6
MI-019,Benzie County,48.8
MI-021,Berrien County,53.4
MI-023,Branch County,52.3
MI-025,Calhoun County,52.1
MI-027,Cass County,53
MI-029,Charlevoix County,47.6
MI-031,Cheboygan County,46.8
MI-033,Chippewa County,44.8
MI-035,Clare County,49.2
MI-037,Clinton County,51.7
MI-039,Crawford County,47.1
MI-041,Delta County,45.3
MI-043,Dickinson County,44.5
MI-045,Eaton County,51.7
MI-047,Emmet County,46.9
MI-049,Genesee County,52
MI-051,Gladwin County,50.2
MI-053,Gogebic County,43
MI-055,Grand Traverse County,48.8
MI-057,Gratiot County,51.7
MI-059,Hillsdale County,52
MI-061,Houghton County,44.8
MI-063,Huron County,50.5
MI-065,Ingham County,51.6
MI-067,Ionia County,51.4
MI-069,Iosco County,49.1
MI-071,Iron County,42.8
MI-073,Isabella County,50.7
MI-075,Jackson County,51.8
MI-077,Kalamazoo County,52.6
MI-079,Kalkaska County,47.7
MI-081,Kent County,51.3
MI-083,Keweenaw County,44.1
MI-085,Lake County,49
MI-087,Lapeer County,52
MI-089,Leelanau County,48.6
MI-091,Lenawee County,53.2
MI-093,Livingston County,51.8
MI-095,Luce County,44.1
MI-097,Mackinac County,45.2
MI-099,Macomb County,53.6
MI-101,Manistee County,48.8
MI-103,Marquette County,43.6
MI-105,Mason County,49.1
MI-107,Mecosta County,49.6
MI-109,Menominee County,46.1
MI-111,Midland County,51.6
MI-113,Missaukee County,47.9
MI-115,Monroe County,54.7
MI-117,Montcalm County,50.6
MI-119,Montmorency County,47
MI-121,Muskegon County,51.5
MI-123,Newaygo County,50.1
MI-125,Oakland County,52.5
MI-127,Oceana County,50.2
MI-129,Ogemaw County,48.6
MI-131,Ontonagon County,44.2
MI-133,Osceola County,48.4
MI-135,Oscoda County,47.4
MI-137,Otsego County,46.2
MI-139,Ottawa County,52
MI-141,Presque Isle County,47.1
MI-143,Roscommon County,48.2
MI-145,Saginaw County,52
MI-147,St. Clair County,53
MI-149,St. Joseph County,52.8
MI-151,Sanilac County,51.5
MI-153,Schoolcraft County,44.9
MI-155,Shiawassee County,51.6
MI-157,Tuscola County,51.7
MI-159,Van Buren County,52.9
MI-161,Washtenaw County,52.6
MI-163,Wayne County,54.2
MI-165,Wexford County,48.2
MN-001,Aitkin County,44.2
MN-003,Anoka County,48.6
MN-005,Becker County,43.4
MN-007,Beltrami County,42.5
MN-009,Benton County,47.1
MN-011,Big Stone County,48
MN-013,Blue Earth County,49.2
MN-015,Brown County,49.6
MN-017,Carlton County,43.4
MN-019,Carver County,49.1
MN-021,Cass County,44.4
MN-023,Chippewa County,48.5
MN-025,Chisago County,47.8
MN-027,Clay County,45
MN-029,Clearwater County,42.3
MN-031,Cook County,40.1
MN-033,Cottonwood County,49.3
MN-035,Crow Wing County,45.7
MN-037,Dakota County,49.6
MN-039,Dodge County,47.9
MN-041,Douglas County,45.8
MN-043,Faribault County,49.2
MN-045,Fillmore County,48.1
MN-047,Freeborn County,48.7
MN-049,Goodhue County,49
MN-051,Grant County,47.1
MN-053,Hennepin County,49.2
MN-055,Houston County,50
MN-057,Hubbard County,43.4
MN-059,Isanti County,47.8
MN-061,Itasca County,42.8
MN-063,Jackson County,49.2
MN-065,Kanabec County,46.4
MN-067,Kandiyohi County,47.6
MN-069,Kittson County,43.3
MN-071,Koochiching County,42
MN-073,Lac qui Parle County,48.4
MN-075,Lake County,41.1
MN-077,Lake of the Woods County,42.2
MN-079,Le Sueur County,48.8
MN-081,Lincoln County,47.7
MN-083,Lyon County,48.6
MN-085,McLeod County,48.6
MN-087,Mahnomen County,42.6
MN-089,Marshall County,42.8
MN-091,Martin County,49.3
MN-093,Meeker County,47.5
MN-095,Mille Lacs County,46.6
MN-097,Morrison County,46.4
MN-099,Mower County,48
MN-101,Murray County,48.2
MN-103,Nicollet County,49.2
MN-105,Nobles County,48.7
MN-107,Norman County,43.9
MN-109,Olmsted County,48.2
MN-111,Otter Tail County,45.1
MN-113,Pennington County,42.5
MN-115,Pine County,45.5
MN-117,Pipestone County,48.3
MN-119,Polk County,43.3
MN-121,Pope County,47
MN-123,Ramsey County,49.5
MN-125,Red Lake County,42.7
MN-127,Redwood County,49.1
MN-129,Renville County,48.7
MN-131,Rice County,48.6
MN-133,Rock County,49.7
MN-135,Roseau County,42.5
MN-137,St. Louis County,41.9
MN-139,Scott County,49.4
MN-141,Sherburne County,47.7
MN-143,Sibley County,49.2
MN-145,Stearns County,46.9
MN-147,Steele County,48.4
MN-149,Stevens County,47.6
MN-151,Swift County,48.1
MN-153,Todd County,45.6
MN-155,Traverse County,47.8
MN-157,Wabasha County,49.4
MN-159,Wadena County,44.6
MN-161,Waseca County,48.6
MN-163,Washington County,49.2
MN-165,Watonwan County,49.8
MN-167,Wilkin County,46.6
MN-169,Winona County,49.4
MN-171,Wright County,48.1
MN-173,Yellow Medicine County,48.7
MS-001,Adams County,68.9
MS-003,Alcorn County,64
MS-005,Amite County,70
MS-007,Attala County,66.2
MS-009,Benton County,64
MS-011,Bolivar County,66.6
MS-013,Calhoun County,66
MS-015,Carroll County,67.2
MS-017,Chickasaw County,66.5
MS-019,Choctaw County,66.1
MS-021,Claiborne County,68.9
MS-023,Clarke County,69.1
MS-025,Clay County,67.1
MS-027,Coahoma County,66.1
MS-029,Copiah County,69.3
MS-031,Covington County,69.4
MS-033,DeSoto County,65
MS-035,Forrest County,70
MS-037,Franklin County,69.1
MS-039,George County,70.4
MS-041,Greene County,69.9
MS-043,Grenada County,66.6
MS-045,Hancock County,71.3
MS-047,Harrison County,70.7
MS-049,Hinds County,69.2
MS-051,Holmes County,67.8
MS-053,Humphreys County,68.5
MS-055,Issaquena County,68.4
MS-057,Itawamba County,65.7
MS-059,Jackson County,71
MS-061,Jasper County,69
MS-063,Jefferson County,68.6
MS-065,Jefferson Davis County,69.5
MS-067,Jones County,69.6
MS-069,Kemper County,67.6
MS-071,Lafayette County,65.1
MS-073,Lamar County,69.9
MS-075,Lauderdale County,68.6
MS-077,Lawrence County,69.9
MS-079,Leake County,66.8
MS-081,Lee County,66.2
MS-083,Leflore County,68.4
MS-085,Lincoln County,69.5
MS-087,Lowndes County,67.4
MS-089,Madison County,67.8
MS-091,Marion County,70.3
MS-093,Marshall County,64.4
MS-095,Monroe County,66.5
MS-097,Montgomery County,65.8
MS-099,Neshoba County,67.1
MS-101,Newton County,68.4
MS-103,Noxubee County,67.7
MS-105,Oktibbeha County,67.4
MS-107,Panola County,65.4
MS-109,Pearl River County,70.6
MS-111,Perry County,70
MS-113,Pike County,70.3
MS-115,Pontotoc County,65.9
MS-117,Prentiss County,64.9
MS-119,Quitman County,66.1
MS-121,Rankin County,68.5
MS-123,Scott County,67.7
MS-125,Sharkey County,68.4
MS-127,Simpson County,69
MS-129,Smith County,68.8
MS-131,Stone County,70.1
MS-133,Sunflower County,67.8
MS-135,Tallahatchie County,67
MS-137,Tate County,65
MS-139,Tippah County,64.2
MS-141,Tishomingo County,64.3
MS-143,Tunica County,65.6
MS-145,Union County,65.3
MS-147,Walthall County,70.3
MS-149,Warren County,69.1
MS-151,Washington County,67.6
MS-153,Wayne County,69.2
MS-155,Webster County,66
MS-157,Wilkinson County,69.9
MS-159,Winston County,66.8
MS-161,Yalobusha County,65.8
MS-163,Yazoo County,68.4
MO-001,Adair County,55.2
MO-003,Andrew County,56
MO-005,Atchison County,55.8
MO-007,Audrain County,56.7
MO-009,Barry County,60
MO-011,Barton County,59.8
MO-013,Bates County,59.2
MO-015,Benton County,58.7
MO-017,Bollinger County,59.6
MO-019,Boone County,57.8
MO-021,Buchanan County,56.8
MO-023,Butler County,61.5
MO-025,Caldwell County,56.6
MO-027,Callaway County,58
MO-029,Camden County,59.7
MO-031,Cape Girardeau County,60.2
MO-033,Carroll County,56.7
MO-035,Carter County,60.2
MO-037,Cass County,58.5
MO-039,Cedar County,59.9
MO-041,Chariton County,56.9
MO-043,Christian County,59.1
MO-045,Clark County,55.2
MO-047,Clay County,57.2
MO-049,Clinton County,56.3
MO-051,Cole County,59.3
MO-053,Cooper County,58
MO-055,Crawford County,57.8
MO-057,Dade County,59.7
MO-059,Dallas County,58.8
MO-061,Daviess County,55.8
MO-063,DeKalb County,55.8
MO-065,Dent County,58.1
MO-067,Douglas County,59.2
MO-069,Dunklin County,62.9
MO-071,Franklin County,58.2
MO-073,Gasconade County,58
MO-075,Gentry County,55.6
MO-077,Greene County,59
MO-079,Grundy County,55.5
MO-081,Harrison County,55.2
MO-083,Henry County,59
MO-085,Hickory County,59
MO-087,Holt County,56.4
MO-089,Howard County,57.6
MO-091,Howell County,60.1
MO-093,Iron County,57.8
MO-095,Jackson County,58
MO-097,Jasper County,60.5
MO-099,Jefferson County,59.3
MO-101,Johnson County,58.3
MO-103,Knox County,55.1
MO-105,Laclede County,59.1
MO-107,Lafayette County,57.6
MO-109,Lawrence County,59.5
MO-111,Lewis County,55.5
MO-113,Lincoln County,57.5
MO-115,Linn County,55.9
MO-117,Livingston County,56.2
MO-119,McDonald County,61.4
MO-121,Macon County,56
MO-123,Madison County,58.4
MO-125,Maries County,59.1
MO-127,Marion County,56.2
MO-129,Mercer County,54.4
MO-131,Miller County,59.7
MO-133,Mississippi County,61.6
MO-135,Moniteau County,58.6
MO-137,Monroe County,56.4
MO-139,Montgomery County,57.4
MO-141,Morgan County,58.5
MO-143,New Madrid County,62
MO-145,Newton County,61
MO-147,Nodaway County,55.4
MO-149,Oregon County,61
MO-151,Osage County,58.9
MO-153,Ozark County,59.9
MO-155,Pemiscot County,63.1
MO-157,Perry County,59.1
MO-159,Pettis County,58
MO-161,Phelps County,58.8
MO-163,Pike County,56.7
MO-165,Platte County,57.6
MO-167,Polk County,59.4
MO-169,Pulaski County,59.6
MO-171,Putnam County,54.2
MO-173,Ralls County,56.5
MO-175,Randolph County,56.8
MO-177,Ray County,57.1
MO-179,Reynolds County,58.7
MO-181,Ripley County,61.2
MO-183,St. Charles County,58.7
MO-185,St. Clair County,59.4
MO-186,Ste. Genevieve County,58.7
MO-187,St. Francois County,58
MO-189,St. Louis County,59.3
MO-195,Saline County,57.6
MO-197,Schuyler County,54.7
MO-199,Scotland County,54.8
MO-201,Scott County,61.2
MO-203,Shannon County,59.7
MO-205,Shelby County,55.5
MO-207,Stoddard County,61.4
MO-209,Stone County,60
MO-211,Sullivan County,54.8
MO-213,Taney County,60.2
MO-215,Texas County,58.6
MO-217,Vernon County,59.6
MO-219,Warren County,57.9
MO-221,Washington County,57.9
MO-223,Wayne County,59.8
MO-225,Webster County,58.2
MO-227,Worth County,55.1
MO-229,Wright County,58.4
MO-510,St. Louis City,59.5
MT-001,Beaverhead County,41.6
MT-003,Big Horn County,48.9
MT-005,Blaine County,45.8
MT-007,Broadwater County,46.4
MT-009,Carbon County,46.2
MT-011,Carter County,48.2
MT-013,Cascade County,45.8
MT-015,Chouteau County,46.8
MT-017,Custer County,49.4
MT-019,Daniels County,42.9
MT-021,Dawson County,47.4
MT-023,Deer Lodge County,41.5
MT-025,Fallon County,47.6
MT-027,Fergus County,47
MT-029,Flathead County,43.7
MT-031,Gallatin County,43.4
MT-033,Garfield County,47.8
MT-035,Glacier County,42.4
MT-037,Golden Valley County,47
MT-039,Granite County,42.5
MT-041,Hill County,45.1
MT-043,Jefferson County,44.6
MT-045,Judith Basin County,44.4
MT-047,Lake County,47.2
MT-049,Lewis and Clark County,44.3
MT-051,Liberty County,44.8
MT-053,Lincoln County,45.4
MT-055,McCone County,47.2
MT-057,Madison County,43.1
MT-059,Meagher County,43
MT-061,Mineral County,45.4
MT-063,Missoula County,44.9
MT-065,Musselshell County,48.5
MT-067,Park County,42.5
MT-069,Petroleum County,49.1
MT-071,Phillips County,46.5
MT-073,Pondera County,44.8
MT-075,Powder River County,49.5
MT-077,Powell County,43.1
MT-079,Prairie County,48.3
MT-081,Ravalli County,43.6
MT-083,Richland County,46.8
MT-085,Roosevelt County,45.6
MT-087,Rosebud County,48.7
MT-089,Sanders County,46.2
MT-091,Sheridan County,44.6
MT-093,Silver Bow County,43.4
MT-095,Stillwater County,46.2
MT-097,Sweet Grass County,45.5
MT-099,Teton County,44.8
MT-101,Toole County,44.9
MT-103,Treasure County,49.2
MT-105,Valley County,45
MT-107,Wheatland County,45.6
MT-109,Wibaux County,46.9
MT-111,Yellowstone County,49.3
NE-001,Adams County,55
NE-003,Antelope County,52.2
NE-005,Arthur County,52.6
NE-007,Banner County,52.1
NE-009,Blaine County,52.6
NE-011,Boone County,52.9
NE-013,Box Butte County,51.2
NE-015,Boyd County,52.4
NE-017,Brown County,53
NE-019,Buffalo County,54.1
NE-021,Burt County,53.5
NE-023,Butler County,53.7
NE-025,Cass County,55.1
NE-027,Cedar County,52.2
NE-029,Chase County,54.7
NE-031,Cherry County,52
NE-033,Cheyenne County,52.8
NE-035,Clay County,55.1
NE-037,Colfax County,53.9
NE-039,Cuming County,53.2
NE-041,Custer County,52.8
NE-043,Dakota County,52.9
NE-045,Dawes County,51.9
NE-047,Dawson County,54
NE-049,Deuel County,53.7
NE-051,Dixon County,52.3
NE-053,Dodge County,54.2
NE-055,Douglas County,55.1
NE-057,Dundy County,55.5
NE-059,Fillmore County,54.8
NE-061,Franklin County,55.7
NE-063,Frontier County,55
NE-065,Furnas County,55.5
NE-067,Gage County,55.5
NE-069,Garden County,52.5
NE-071,Garfield County,51.8
NE-073,Gosper County,54.7
NE-075,Grant County,51.4
NE-077,Greeley County,52.8
NE-079,Hall County,54.8
NE-081,Hamilton County,55
NE-083,Harlan County,55.8
NE-085,Hayes County,54.6
NE-087,Hitchcock County,55.6
NE-089,Holt County,51.6
NE-091,Hooker County,51.6
NE-093,Howard County,54.1
NE-095,Jefferson County,55.7
NE-097,Johnson County,55.2
NE-099,Kearney County,54.6
NE-101,Keith County,54.1
NE-103,Keya Paha County,52.5
NE-105,Kimball County,51.3
NE-107,Knox County,52.4
NE-109,Lancaster County,55
NE-111,Lincoln County,53.9
NE-113,Logan County,52.7
NE-115,Loup County,52
NE-117,McPherson County,52.6
NE-119,Madison County,52.9
NE-121,Merrick County,54.7
NE-123,Morrill County,52.7
NE-125,Nance County,54
NE-127,Nemaha County,55.8
NE-129,Nuckolls County,55.6
NE-131,Otoe County,55.2
NE-133,Pawnee County,55.8
NE-135,Perkins County,54.2
NE-137,Phelps County,54.6
NE-139,Pierce County,52.3
NE-141,Platte County,53.7
NE-143,Polk County,54.2
NE-145,Red Willow County,56
NE-147,Richardson County,56.4
NE-149,Rock County,52
NE-151,Saline County,54.8
NE-153,Sarpy County,55.2
NE-155,Saunders County,54.8
NE-157,Scotts Bluff County,53
NE-159,Seward County,54.2
NE-161,Sheridan County,51.4
NE-163,Sherman County,53.5
NE-165,Sioux County,50.4
NE-167,Stanton County,53.3
NE-169,Thayer County,55.6
NE-171,Thomas County,52.4
NE-173,Thurston County,52.9
NE-175,Valley County,52.5
NE-177,Washington County,54.5
NE-179,Wayne County,52.7
NE-181,Webster County,55.7
NE-183,Wheeler County,52.2
NE-185,York County,54.4
NV-001,Churchill County,56.3
NV-003,Clark County,69.3
NV-005,Douglas County,53.4
NV-007,Elko County,49.7
NV-009,Esmeralda County,58.6
NV-011,Eureka County,51.5
NV-013,Humboldt County,54.1
NV-015,Lander County,53.3
NV-017,Lincoln County,59.9
NV-019,Lyon County,56.2
NV-021,Mineral County,55.8
NV-023,Nye County,57.2
NV-027,Pershing County,55.8
NV-029,Storey County,55.4
NV-031,Washoe County,54
NV-033,White Pine County,51.2
NV-510,Carson City,54.9
NH-001,Belknap County,49.7
NH-003,Carroll County,48.1
NH-005,Cheshire County,50.3
NH-007,Coos County,44.2
NH-009,Grafton County,46.8
NH-011,Hillsborough County,51.9
NH-013,Merrimack County,50.4
NH-015,Rockingham County,52.3
NH-017,Strafford County,50.7
NH-019,Sullivan County,48.8
NJ-001,Atlantic County,59.2
NJ-003,Bergen County,57.5
NJ-005,Burlington County,59.2
NJ-007,Camden County,59.5
NJ-009,Cape May County,59.5
NJ-011,Cumberland County,59.3
NJ-013,Essex County,58
NJ-015,Gloucester County,59.5
NJ-017,Hudson County,59.2
NJ-019,Hunterdon County,56.4
NJ-021,Mercer County,58.3
NJ-023,Middlesex County,58.7
NJ-025,Monmouth County,58.9
NJ-027,Morris County,55.5
NJ-029,Ocean County,58.8
NJ-031,Passaic County,55.7
NJ-033,Salem County,59.4
NJ-035,Somerset County,57.5
NJ-037,Sussex County,54
NJ-039,Union County,58.6
NJ-041,Warren County,54.9
NM-001,Bernalillo County,58.7
NM-003,Catron County,53.4
NM-005,Chaves County,64.8
NM-006,Cibola County,53.8
NM-007,Colfax County,51.6
NM-009,Curry County,61.8
NM-011,De Baca County,63.5
NM-013,Dona Ana County,66.5
NM-015,Eddy County,67
NM-017,Grant County,61.2
NM-019,Guadalupe County,60.1
NM-021,Harding County,58.8
NM-023,Hidalgo County,65.1
NM-025,Lea County,65.3
NM-027,Lincoln County,59.3
NM-028,Los Alamos County,52.5
NM-029,Luna County,65.9
NM-031,McKinley County,54.6
NM-033,Mora County,53
NM-035,Otero County,62.7
NM-037,Quay County,62.5
NM-039,Rio Arriba County,51
NM-041,Roosevelt County,62.6
NM-043,Sandoval County,55.5
NM-045,San Juan County,57.1
NM-047,San Miguel County,57.6
NM-049,Santa Fe County,54.5
NM-051,Sierra County,62.4
NM-053,Socorro County,59.1
NM-055,Taos County,48.7
NM-057,Torrance County,56
NM-059,Union County,56.2
NM-061,Valencia County,60.6
NY-001,Albany County,52.2
NY-003,Allegany County,50.3
NY-005,Bronx County,59
NY-007,Broome County,50.6
NY-009,Cattaraugus County,50.2
NY-011,Cayuga County,51.2
NY-013,Chautauqua County,51.6
NY-015,Chemung County,51.4
NY-017,Chenango County,49.3
NY-019,Clinton County,47.9
NY-021,Columbia County,53.2
NY-023,Cortland County,49.2
NY-025,Delaware County,49
NY-027,Dutchess County,54.7
NY-029,Erie County,52.1
NY-031,Essex County,45.9
NY-033,Franklin County,46.5
NY-035,Fulton County,49.3
NY-037,Genesee County,51.6
NY-039,Greene County,50.8
NY-041,Hamilton County,45.4
NY-043,Herkimer County,47.4
NY-045,Jefferson County,49.6
NY-047,Kings County,59.4
NY-049,Lewis County,47.4
NY-051,Livingston County,51.9
NY-053,Madison County,49.6
NY-055,Monroe County,52.3
NY-057,Montgomery County,51.5
NY-059,Nassau County,58.2
NY-061,New York County,59.3
NY-063,Niagara County,52.6
NY-065,Oneida County,49.6
NY-067,Onondaga County,51.3
NY-069,Ontario County,51.5
NY-071,Orange County,54.5
NY-073,Orleans County,52
NY-075,Oswego County,50.8
NY-077,Otsego County,48.8
NY-079,Putnam County,55.1
NY-081,Queens County,58.9
NY-083,Rensselaer County,51.8
NY-085,Richmond County,59.5
NY-087,Rockland County,56.3
NY-089,St. Lawrence County,48.1
NY-091,Saratoga County,50.8
NY-093,Schenectady County,51.8
NY-095,Schoharie County,49.9
NY-097,Schuyler County,50.9
NY-099,Seneca County,51.8
NY-101,Steuben County,50.6
NY-103,Suffolk County,56.4
NY-105,Sullivan County,51.2
NY-107,Tioga County,50.9
NY-109,Tompkins County,50.5
NY-111,Ulster County,52.4
NY-113,Warren County,47.9
NY-115,Washington County,50.4
NY-117,Wayne County,51.4
NY-119,Westchester County,56.6
NY-121,Wyoming County,50.4
NY-123,Yates County,51.4
NC-001,Alamance County,62.8
NC-003,Alexander County,61.5
NC-005,Alleghany County,55.8
NC-007,Anson County,65.6
NC-009,Ashe County,54.6
NC-011,Avery County,53.7
NC-013,Beaufort County,66.1
NC-015,Bertie County,64.8
NC-017,Bladen County,66.4
NC-019,Brunswick County,67.4
NC-021,Buncombe County,57.7
NC-023,Burke County,61.2
