Location ID,Location,Value
IA-055,Delaware County,48.1
IA-057,Des Moines County,52.4
IA-059,Dickinson County,47.2
IA-061,Dubuque County,48.7
IA-063,Emmet County,47.3
IA-065,Fayette County,47.2
IA-067,Floyd County,47.4
IA-069,Franklin County,47.8
IA-071,Fremont County,53
IA-073,Greene County,49.8
IA-075,Grundy County,48.3
IA-077,Guthrie County,49.9
IA-079,Hamilton County,48.7
IA-081,Hancock County,47.5
IA-083,Hardin County,48.5
IA-085,Harrison County,51.2
IA-087,Henry County,52.3
IA-089,Howard County,45.9
IA-091,Humboldt County,48.3
IA-093,Ida County,49.4
IA-095,Iowa County,50.1
IA-097,Jackson County,49.6
IA-099,Jasper County,50.4
IA-101,Jefferson County,52
IA-103,Johnson County,50.6
IA-105,Jones County,49.3
IA-107,Keokuk County,51.1
IA-109,Kossuth County,47.5
IA-111,Lee County,53.4
IA-113,Linn County,49.4
IA-115,Louisa County,51.9
IA-117,Lucas County,51.5
IA-119,Lyon County,47.9
IA-121,Madison County,51
IA-123,Mahaska County,51.1
IA-125,Marion County,51.5
IA-127,Marshall County,49.3
IA-129,Mills County,52.4
IA-131,Mitchell County,46.5
IA-133,Monona County,50.6
IA-135,Monroe County,51.6
IA-137,Montgomery County,51.8
IA-139,Muscatine County,51.4
IA-141,O'Brien County,47.8
IA-143,Osceola County,47.1
IA-145,Page County,52.3
IA-147,Palo Alto County,47.7
IA-149,Plymouth County,49.3
IA-151,Pocahontas County,48.5
IA-153,Polk County,51.1
IA-155,Pottawattamie County,51.5
IA-157,Poweshiek County,49.8
IA-159,Ringgold County,51.5
IA-161,Sac County,49
IA-163,Scott County,51.3
IA-165,Shelby County,50
IA-167,Sioux County,48.4
IA-169,Story County,49.6
IA-171,Tama County,48.9
IA-173,Taylor County,51.6
IA-175,Union County,50.9
IA-177,Van Buren County,52.5
IA-179,Wapello County,51.8
IA-181,Warren County,51.7
IA-183,Washington County,51.4
IA-185,Wayne County,51.7
IA-187,Webster County,48.9
IA-189,Winnebago County,47
IA-191,Winneshiek County,46.5
IA-193,Woodbury County,50.3
IA-195,Worth County,46.8
IA-197,Wright County,48.1
KS-001,Allen County,57.2
KS-003,Anderson County,56.7
KS-005,Atchison County,54.7
KS-007,Barber County,58.1
KS-009,Barton County,55.8
KS-011,Bourbon County,57.6
KS-013,Brown County,54.1
KS-015,Butler County,57.2
KS-017,Chase County,56.2
KS-019,Chautauqua County,58.6
KS-021,Cherokee County,59.1
KS-023,Cheyenne County,53.3
KS-025,Clark County,57.8
KS-027,Clay County,55.3
KS-029,Cloud County,55
KS-031,Coffey County,56.4
KS-033,Comanche County,57.8
KS-035,Cowley County,58.2
KS-037,Crawford County,58.2
KS-039,Decatur County,53.3
KS-041,Dickinson County,56.2
KS-043,Doniphan County,54.5
KS-045,Douglas County,55.7
KS-047,Edwards County,56.4
KS-049,Elk County,57.6
KS-051,Ellis County,55.6
KS-053,Ellsworth County,55.7
KS-055,Finney County,55.7
KS-057,Ford County,56.7
KS-059,Franklin County,56.1
KS-061,Geary County,55.5
KS-063,Gove County,54.9
KS-065,Graham County,54.9
KS-067,Grant County,56
KS-069,Gray County,56.4
KS-071,Greeley County,54.1
KS-073,Greenwood County,56.8
KS-075,Hamilton County,55.4
KS-077,Harper County,58.6
KS-079,Harvey County,57
KS-081,Haskell County,56
KS-083,Hodgeman County,56.5
KS-085,Jackson County,54.5
KS-087,Jefferson County,55
KS-089,Jewell County,54
KS-091,Johnson County,55.8
KS-093,Kearny County,55.5
KS-095,Kingman County,57.6
KS-097,Kiowa County,56.8
KS-099,Labette County,58.8
KS-101,Lane County,55.1
KS-103,Leavenworth County,55.5
KS-105,Lincoln County,55.4
KS-107,Linn County,56.9
KS-109,Logan County,54.4
KS-111,Lyon County,55.9
KS-113,McPherson County,56.6
KS-115,Marion County,56.4
KS-117,Marshall County,54.2
KS-119,Meade County,57.3
KS-121,Miami County,56
KS-123,Mitchell County,54.9
KS-125,Montgomery County,58.8
KS-127,Morris County,55.5
KS-129,Morton County,56.5
KS-131,Nemaha County,53.7
KS-133,Neosho County,57.8
KS-135,Ness County,55.8
KS-137,Norton County,53.8
KS-139,Osage County,55.9
KS-141,Osborne County,55
KS-143,Ottawa County,55.9
KS-145,Pawnee County,56.3
KS-147,Phillips County,54.3
KS-149,Pottawatomie County,54.6
KS-151,Pratt County,56.9
KS-153,Rawlins County,53.4
KS-155,Reno County,57.1
KS-157,Republic County,54.1
KS-159,Rice County,56.3
KS-161,Riley County,55
KS-163,Rooks County,55.3
KS-165,Rush County,56
KS-167,Russell County,55.4
KS-169,Saline County,56.6
KS-171,Scott County,54.8
KS-173,Sedgwick County,57.8
KS-175,Seward County,56.8
KS-177,Shawnee County,55.4
KS-179,Sheridan County,54.1
KS-181,Sherman County,53.2
