Location ID,Location,Value
GA-313,Whitfield County,61.4
GA-315,Wilcox County,67.2
GA-317,Wilkes County,63.9
GA-319,Wilkinson County,66.2
GA-321,Worth County,67.8
ID-001,Ada County,51.7
ID-003,Adams County,43.8
ID-005,Bannock County,44.9
ID-007,Bear Lake County,40.5
ID-009,Benewah County,45.8
ID-011,Bingham County,44.6
ID-013,Blaine County,41.8
ID-015,Boise County,43.2
ID-017,Bonner County,43.4
ID-019,Bonneville County,42
ID-021,Boundary County,41
ID-023,Butte County,41.2
ID-025,Camas County,40.8
ID-027,Canyon County,52.3
ID-029,Caribou County,41.9
ID-031,Cassia County,46.1
ID-033,Clark County,39.8
ID-035,Clearwater County,43.7
ID-037,Custer County,37.9
ID-039,Elmore County,46.7
ID-041,Franklin County,43.9
ID-043,Fremont County,39.2
ID-045,Gem County,49.4
ID-047,Gooding County,48.3
ID-049,Idaho County,41.9
ID-051,Jefferson County,43.4
ID-053,Jerome County,48.4
ID-055,Kootenai County,45.6
ID-057,Latah County,46.6
ID-059,Lemhi County,39.2
ID-061,Lewis County,46.1
ID-063,Lincoln County,46.2
ID-065,Madison County,42.5
ID-067,Minidoka County,46.3
ID-069,Nez Perce County,49.3
ID-071,Oneida County,45.8
ID-073,Owyhee County,47.3
ID-075,Payette County,51.7
ID-077,Power County,45.7
ID-079,Shoshone County,42.7
ID-081,Teton County,39.3
ID-083,Twin Falls County,47.3
ID-085,Valley County,39.2
ID-087,Washington County,48.4
IL-001,Adams County,54.3
IL-003,Alexander County,58.3
IL-005,Bond County,55.7
IL-007,Boone County,49.1
IL-009,Brown County,54.2
IL-011,Bureau County,51
IL-013,Calhoun County,55.7
IL-015,Carroll County,49.5
IL-017,Cass County,54.3
IL-019,Champaign County,53
IL-021,Christian County,54.4
IL-023,Clark County,54.7
IL-025,Clay County,56
IL-027,Clinton County,56.3
IL-029,Coles County,54.2
IL-031,Cook County,51.2
IL-033,Crawford County,55.6
IL-035,Cumberland County,54.8
IL-037,DeKalb County,50
IL-039,De Witt County,52.9
IL-041,Douglas County,53.8
IL-043,DuPage County,50.8
IL-045,Edgar County,54
IL-047,Edwards County,56.8
IL-049,Effingham County,55.3
IL-051,Fayette County,55.4
IL-053,Ford County,52.3
IL-055,Franklin County,56.6
IL-057,Fulton County,52.8
IL-059,Gallatin County,57.6
IL-061,Greene County,55.2
IL-063,Grundy County,51.8
IL-065,Hamilton County,56.7
IL-067,Hancock County,53.5
IL-069,Hardin County,57.7
IL-071,Henderson County,52.4
IL-073,Henry County,51
IL-075,Iroquois County,52.3
IL-077,Jackson County,57
IL-079,Jasper County,55.4
IL-081,Jefferson County,56.3
IL-083,Jersey County,56
IL-085,Jo Daviess County,48.9
IL-087,Johnson County,57.4
IL-089,Kane County,50
IL-091,Kankakee County,52
IL-093,Kendall County,51.3
IL-095,Knox County,51.6
IL-097,Lake County,49.7
IL-099,LaSalle County,51.5
IL-101,Lawrence County,56.3
IL-103,Lee County,50
IL-105,Livingston County,52.1
IL-107,Logan County,53.5
IL-109,McDonough County,52.9
IL-111,McHenry County,49
IL-113,McLean County,52.3
IL-115,Macon County,53.5
IL-117,Macoupin County,55
IL-119,Madison County,56.4
IL-121,Marion County,55.9
IL-123,Marshall County,51.8
IL-125,Mason County,53.6
IL-127,Massac County,58.3
IL-129,Menard County,53.9
IL-131,Mercer County,51.5
IL-133,Monroe County,57.4
IL-135,Montgomery County,54.8
IL-137,Morgan County,54.5
IL-139,Moultrie County,54.1
IL-141,Ogle County,49.5
IL-143,Peoria County,52
IL-145,Perry County,56.6
IL-147,Piatt County,53.2
IL-149,Pike County,54.8
IL-151,Pope County,57.6
IL-153,Pulaski County,58.3
IL-155,Putnam County,52
IL-157,Randolph County,57.1
IL-159,Richland County,56
IL-161,Rock Island County,51.3
IL-163,St. Clair County,57.1
IL-165,Saline County,57.1
IL-167,Sangamon County,54.2
IL-169,Schuyler County,53.9
IL-171,Scott County,54.8
IL-173,Shelby County,54.7
IL-175,Stark County,51.4
IL-177,Stephenson County,48.7
IL-179,Tazewell County,52.6
IL-181,Union County,57.4
IL-183,Vermilion County,53.1
IL-185,Wabash County,56.9
IL-187,Warren County,51.8
IL-189,Washington County,56.5
IL-191,Wayne County,56.5
IL-193,White County,57.3
IL-195,Whiteside County,50.4
IL-197,Will County,51.6
IL-199,Williamson County,56.8
IL-201,Winnebago County,49.2
IL-203,Woodford County,51.9
IN-001,Adams County,52
IN-003,Allen County,51.4
IN-005,Bartholomew County,54.6
IN-007,Benton County,51.9
IN-009,Blackford County,52.5
IN-011,Boone County,52.3
IN-013,Brown County,53.9
IN-015,Carroll County,52.1
IN-017,Cass County,51.7
IN-019,Clark County,56.5
IN-021,Clay County,54.2
IN-023,Clinton County,52.1
IN-025,Crawford County,55.8
IN-027,Daviess County,55.4
IN-029,Dearborn County,55
IN-031,Decatur County,54
IN-033,DeKalb County,50.6
IN-035,Delaware County,52.6
IN-037,Dubois County,55.7
IN-039,Elkhart County,50.4
IN-041,Fayette County,53.2
IN-043,Floyd County,56.6
IN-045,Fountain County,53.1
IN-047,Franklin County,53.9
IN-049,Fulton County,51
IN-051,Gibson County,56.9
IN-053,Grant County,52.3
IN-055,Greene County,54.5
IN-057,Hamilton County,52.8
IN-059,Hancock County,53.3
IN-061,Harrison County,56.5
IN-063,Hendricks County,52.8
IN-065,Henry County,52.5
IN-067,Howard County,51.9
IN-069,Huntington County,51.9
IN-071,Jackson County,55
IN-073,Jasper County,51.6
IN-075,Jay County,52.3
IN-077,Jefferson County,55.5
IN-079,Jennings County,55
IN-081,Johnson County,53.6
IN-083,Knox County,56.1
IN-085,Kosciusko County,50.9
IN-087,LaGrange County,50.3
IN-089,Lake County,51.4
IN-091,LaPorte County,50.8
IN-093,Lawrence County,54.6
IN-095,Madison County,52.8
IN-097,Marion County,53.5
IN-099,Marshall County,50.6
IN-101,Martin County,54.8
IN-103,Miami County,51.9
IN-105,Monroe County,53.9
IN-107,Montgomery County,52.4
IN-109,Morgan County,53.5
IN-111,Newton County,51.8
IN-113,Noble County,50.6
IN-115,Ohio County,55.5
IN-117,Orange County,55
IN-119,Owen County,53.8
IN-121,Parke County,53.7
IN-123,Perry County,56.8
IN-125,Pike County,56.2
IN-127,Porter County,51.1
IN-129,Posey County,57.6
IN-131,Pulaski County,51.2
IN-133,Putnam County,52.9
IN-135,Randolph County,52.1
IN-137,Ripley County,54.3
IN-139,Rush County,53.4
IN-141,St. Joseph County,50.5
IN-143,Scott County,55.7
IN-145,Shelby County,53.9
IN-147,Spencer County,57.3
IN-149,Starke County,51
IN-151,Steuben County,49.8
IN-153,Sullivan County,55.2
IN-155,Switzerland County,55.6
IN-157,Tippecanoe County,52.5
IN-159,Tipton County,52
IN-161,Union County,53.3
IN-163,Vanderburgh County,57.5
IN-165,Vermillion County,54
IN-167,Vigo County,54.7
IN-169,Wabash County,52
IN-171,Warren County,52.7
IN-173,Warrick County,57
IN-175,Washington County,55.1
IN-177,Wayne County,52.6
IN-179,Wells County,52
IN-181,White County,51.9
IN-183,Whitley County,51.1
IA-001,Adair County,50.2
IA-003,Adams County,50.9
IA-005,Allamakee County,47.4
IA-007,Appanoose County,52.1
IA-009,Audubon County,49.4
IA-011,Benton County,49.1
IA-013,Black Hawk County,48.6
IA-015,Boone County,49.8
IA-017,Bremer County,47.7
IA-019,Buchanan County,48.2
IA-021,Buena Vista County,47.8
IA-023,Butler County,48.3
IA-025,Calhoun County,49
IA-027,Carroll County,49.2
IA-029,Cass County,50.3
IA-031,Cedar County,50.4
IA-033,Cerro Gordo County,47.2
IA-035,Cherokee County,48.1
IA-037,Chickasaw County,46.9
IA-039,Clarke County,51.3
IA-041,Clay County,47.3
IA-043,Clayton County,47.9
IA-045,Clinton County,50.2
IA-047,Crawford County,49.2
IA-049,Dallas County,50.7
IA-051,Davis County,52.3
IA-053,Decatur County,51.8
IA-055,Delaware County,48.1
IA-057,Des Moines County,52.2
IA-059,Dickinson County,46.8
IA-061,Dubuque County,48.5
IA-063,Emmet County,46.9
IA-065,Fayette County,47.4
IA-067,Floyd County,47.4
IA-069,Franklin County,47.9
IA-071,Fremont County,52.6
IA-073,Greene County,49.8
IA-075,Grundy County,48.6
IA-077,Guthrie County,49.9
IA-079,Hamilton County,48.6
IA-081,Hancock County,47.2
IA-083,Hardin County,48.6
IA-085,Harrison County,50.8
IA-087,Henry County,52.1
IA-089,Howard County,45.8
IA-091,Humboldt County,48.2
IA-093,Ida County,48.7
IA-095,Iowa County,49.8
IA-097,Jackson County,49.4
IA-099,Jasper County,50.5
IA-101,Jefferson County,52
IA-103,Johnson County,50.4
IA-105,Jones County,49.2
IA-107,Keokuk County,50.9
IA-109,Kossuth County,47.3
IA-111,Lee County,53.2
IA-113,Linn County,49.5
IA-115,Louisa County,51.9
IA-117,Lucas County,51.6
IA-119,Lyon County,47.1
IA-121,Madison County,51
IA-123,Mahaska County,51.2
IA-125,Marion County,51.6
IA-127,Marshall County,49.4
IA-129,Mills County,52
IA-131,Mitchell County,46.4
IA-133,Monona County,50
IA-135,Monroe County,51.8
IA-137,Montgomery County,51.4
IA-139,Muscatine County,51.3
IA-141,O'Brien County,47.4
IA-143,Osceola County,46.6
IA-145,Page County,51.8
IA-147,Palo Alto County,47.5
IA-149,Plymouth County,48.6
IA-151,Pocahontas County,48.2
IA-153,Polk County,50.9
IA-155,Pottawattamie County,51.2
IA-157,Poweshiek County,49.8
IA-159,Ringgold County,51.2
IA-161,Sac County,48.6
IA-163,Scott County,50.9
IA-165,Shelby County,49.8
IA-167,Sioux County,47.8
IA-169,Story County,49.7
IA-171,Tama County,49
IA-173,Taylor County,51.2
IA-175,Union County,50.7
IA-177,Van Buren County,52.7
IA-179,Wapello County,51.8
IA-181,Warren County,51.6
IA-183,Washington County,51.1
IA-185,Wayne County,51.8
IA-187,Webster County,48.9
IA-189,Winnebago County,46.7
IA-191,Winneshiek County,46.6
IA-193,Woodbury County,49.4
IA-195,Worth County,46.6
IA-197,Wright County,47.8
KS-001,Allen County,57.1
KS-003,Anderson County,56.7
KS-005,Atchison County,54.8
KS-007,Barber County,58.1
KS-009,Barton County,55.8
KS-011,Bourbon County,57.8
KS-013,Brown County,54.1
KS-015,Butler County,57
KS-017,Chase County,56.3
KS-019,Chautauqua County,58.8
KS-021,Cherokee County,59.1
KS-023,Cheyenne County,52
KS-025,Clark County,57.1
KS-027,Clay County,55.3
KS-029,Cloud County,55
KS-031,Coffey County,56.5
KS-033,Comanche County,57.5
KS-035,Cowley County,58.2
KS-037,Crawford County,58.4
KS-039,Decatur County,52.5
KS-041,Dickinson County,56.2
KS-043,Doniphan County,54.5
KS-045,Douglas County,56
KS-047,Edwards County,55.8
KS-049,Elk County,58
KS-051,Ellis County,54.9
KS-053,Ellsworth County,55.7
KS-055,Finney County,54.3
KS-057,Ford County,55.4
KS-059,Franklin County,56.3
KS-061,Geary County,55.6
KS-063,Gove County,53.9
KS-065,Graham County,54.2
KS-067,Grant County,54.9
KS-069,Gray County,54.8
KS-071,Greeley County,52.9
KS-073,Greenwood County,56.9
KS-075,Hamilton County,53.9
KS-077,Harper County,58.9
KS-079,Harvey County,57
KS-081,Haskell County,54.8
KS-083,Hodgeman County,55.3
KS-085,Jackson County,54.7
KS-087,Jefferson County,55.4
KS-089,Jewell County,53.5
KS-091,Johnson County,56.1
KS-093,Kearny County,54.2
KS-095,Kingman County,58
KS-097,Kiowa County,56.3
KS-099,Labette County,59
KS-101,Lane County,54
KS-103,Leavenworth County,55.8
KS-105,Lincoln County,55.5
KS-107,Linn County,57.1
KS-109,Logan County,53.6
KS-111,Lyon County,56.2
KS-113,McPherson County,56.7
KS-115,Marion County,56.4
KS-117,Marshall County,53.9
KS-119,Meade County,56.5
KS-121,Miami County,56.5
KS-123,Mitchell County,54.8
KS-125,Montgomery County,59.2
KS-127,Morris County,55.6
KS-129,Morton County,55.5
KS-131,Nemaha County,53.7
KS-133,Neosho County,58
KS-135,Ness County,55
KS-137,Norton County,53.3
KS-139,Osage County,56
KS-141,Osborne County,54.6
KS-143,Ottawa County,55.9
KS-145,Pawnee County,55.8
KS-147,Phillips County,53.8
KS-149,Pottawatomie County,54.9
KS-151,Pratt County,56.7
KS-153,Rawlins County,52.2
KS-155,Reno County,57.4
KS-157,Republic County,53.9
KS-159,Rice County,56.4
KS-161,Riley County,55.2
KS-163,Rooks County,54.7
KS-165,Rush County,55.2
KS-167,Russell County,55.3
KS-169,Saline County,56.4
KS-171,Scott County,53.8
KS-173,Sedgwick County,58
KS-175,Seward County,56
KS-177,Shawnee County,55.5
KS-179,Sheridan County,53
KS-181,Sherman County,51.9
