Location ID,Location,Value
CA-093,Siskiyou County,48.9
CA-095,Solano County,60.8
CA-097,Sonoma County,57
CA-099,Stanislaus County,61.3
CA-101,Sutter County,62.4
CA-103,Tehama County,58
CA-105,Trinity County,52.4
CA-107,Tulare County,54.8
CA-109,Tuolumne County,50.4
CA-111,Ventura County,58
CA-113,Yolo County,61.6
CA-115,Yuba County,60.2
CO-001,Adams County,50.6
CO-003,Alamosa County,44.5
CO-005,Arapahoe County,50.2
CO-007,Archuleta County,44.8
CO-009,Baca County,54.8
CO-011,Bent County,55
CO-013,Boulder County,46
CO-014,Broomfield County,51.7
CO-015,Chaffee County,39.4
CO-017,Cheyenne County,52.6
CO-019,Clear Creek County,38.5
CO-021,Conejos County,41.7
CO-023,Costilla County,43.5
CO-025,Crowley County,53
CO-027,Custer County,42.7
CO-029,Delta County,48.4
CO-031,Denver County,51.7
CO-033,Dolores County,44.7
CO-035,Douglas County,48.2
CO-037,Eagle County,40.8
CO-039,Elbert County,48.7
CO-041,El Paso County,48.8
CO-043,Fremont County,46.9
CO-045,Garfield County,44.9
CO-047,Gilpin County,40.7
CO-049,Grand County,38.5
CO-051,Gunnison County,39.9
CO-053,Hinsdale County,37
CO-055,Huerfano County,48.1
CO-057,Jackson County,38.1
CO-059,Jefferson County,47.5
CO-061,Kiowa County,53.8
CO-063,Kit Carson County,52
CO-065,Lake County,35.9
CO-067,La Plata County,46
CO-069,Larimer County,43.5
CO-071,Las Animas County,52.4
CO-073,Lincoln County,50.8
CO-075,Logan County,51.1
CO-077,Mesa County,49.1
CO-079,Mineral County,37.7
CO-081,Moffat County,45.3
CO-083,Montezuma County,50.1
CO-085,Montrose County,49.2
CO-087,Morgan County,50.5
CO-089,Otero County,54.8
CO-091,Ouray County,43
CO-093,Park County,39.6
CO-095,Phillips County,51.2
CO-097,Pitkin County,39.2
CO-099,Prowers County,54.9
CO-101,Pueblo County,53.4
CO-103,Rio Blanco County,45.7
CO-105,Rio Grande County,40.8
CO-107,Routt County,41
CO-109,Saguache County,40.8
CO-111,San Juan County,36.3
CO-113,San Miguel County,46.3
CO-115,Sedgwick County,51.2
CO-117,Summit County,36.8
CO-119,Teller County,41.4
CO-121,Washington County,51
CO-123,Weld County,49.9
CO-125,Yuma County,52.2
CT-001,Fairfield County,49.6
CT-003,Hartford County,48.7
CT-005,Litchfield County,46.3
CT-007,Middlesex County,49.6
CT-009,New Haven County,49.5
CT-011,New London County,49.5
CT-013,Tolland County,48
CT-015,Windham County,48.2
DE-001,Kent County,54.5
DE-003,New Castle County,53.8
DE-005,Sussex County,55.3
FL-001,Alachua County,68.6
FL-003,Baker County,67.4
FL-005,Bay County,67.8
FL-007,Bradford County,68.2
FL-009,Brevard County,72.3
FL-011,Broward County,75.3
FL-013,Calhoun County,67.5
FL-015,Charlotte County,73.3
FL-017,Citrus County,69.9
FL-019,Clay County,68.5
FL-021,Collier County,74.8
FL-023,Columbia County,67.7
FL-027,DeSoto County,72.4
FL-029,Dixie County,68.1
FL-031,Duval County,68.2
FL-033,Escambia County,67.6
FL-035,Flagler County,69.9
FL-037,Franklin County,68.1
FL-039,Gadsden County,67.1
FL-041,Gilchrist County,68.2
FL-043,Glades County,73.3
FL-045,Gulf County,67.8
FL-047,Hamilton County,67
FL-049,Hardee County,72
FL-051,Hendry County,74
FL-053,Hernando County,70.2
FL-055,Highlands County,72.5
FL-057,Hillsborough County,72
FL-059,Holmes County,66.7
FL-061,Indian River County,72.2
FL-063,Jackson County,67.6
FL-065,Jefferson County,67
FL-067,Lafayette County,67.5
FL-069,Lake County,70.9
FL-071,Lee County,74
FL-073,Leon County,67.4
FL-075,Levy County,68.9
FL-077,Liberty County,67.4
FL-079,Madison County,66.8
FL-081,Manatee County,72.4
FL-083,Marion County,69.8
FL-085,Martin County,73.6
FL-086,Miami-Dade County,75.5
FL-087,Monroe County,76
FL-089,Nassau County,67.5
FL-091,Okaloosa County,66.7
FL-093,Okeechobee County,72.6
FL-095,Orange County,71.9
FL-097,Osceola County,72.1
FL-099,Palm Beach County,74.4
FL-101,Pasco County,70.8
FL-103,Pinellas County,72.5
FL-105,Polk County,72
FL-107,Putnam County,69.4
FL-109,St. Johns County,69.1
FL-111,St. Lucie County,72.9
FL-113,Santa Rosa County,67.3
FL-115,Sarasota County,72.8
FL-117,Seminole County,71.9
FL-119,Sumter County,70.3
FL-121,Suwannee County,67.5
FL-123,Taylor County,67.4
FL-125,Union County,68
FL-127,Volusia County,70.9
FL-129,Wakulla County,67.8
FL-131,Walton County,66.8
FL-133,Washington County,67.3
GA-001,Appling County,65.7
GA-003,Atkinson County,65.9
GA-005,Bacon County,65.9
GA-007,Baker County,66.1
GA-009,Baldwin County,63.1
GA-011,Banks County,60.2
GA-013,Barrow County,60.5
GA-015,Bartow County,60.3
GA-017,Ben Hill County,65.2
GA-019,Berrien County,65.6
GA-021,Bibb County,63.2
GA-023,Bleckley County,64.4
GA-025,Brantley County,66.2
GA-027,Brooks County,65.8
GA-029,Bryan County,65.8
GA-031,Bulloch County,64.8
GA-033,Burke County,63.5
GA-035,Butts County,61.9
GA-037,Calhoun County,65.6
GA-039,Camden County,67
GA-043,Candler County,64.8
GA-045,Carroll County,59.9
GA-047,Catoosa County,59.6
GA-049,Charlton County,66.9
GA-051,Chatham County,65.9
GA-053,Chattahoochee County,64.3
GA-055,Chattooga County,59.9
GA-057,Cherokee County,59.6
GA-059,Clarke County,61.1
GA-061,Clay County,65.4
GA-063,Clayton County,61.4
GA-065,Clinch County,66.5
GA-067,Cobb County,60.4
GA-069,Coffee County,65.5
GA-071,Colquitt County,65.6
GA-073,Columbia County,62.7
GA-075,Cook County,65.6
GA-077,Coweta County,61
GA-079,Crawford County,63.1
GA-081,Crisp County,64.8
GA-083,Dade County,58.8
GA-085,Dawson County,58.2
GA-087,Decatur County,66.7
GA-089,DeKalb County,60.9
GA-091,Dodge County,64.8
GA-093,Dooly County,64.5
GA-095,Dougherty County,66
GA-097,Douglas County,60.3
GA-099,Early County,66.2
GA-101,Echols County,66.6
GA-103,Effingham County,64.9
GA-105,Elbert County,60.7
GA-107,Emanuel County,64.4
GA-109,Evans County,65.4
GA-111,Fannin County,55.8
GA-113,Fayette County,61.3
GA-115,Floyd County,60.5
GA-117,Forsyth County,59.2
GA-119,Franklin County,60.5
GA-121,Fulton County,60.6
GA-123,Gilmer County,57
GA-125,Glascock County,62.8
GA-127,Glynn County,66.8
GA-129,Gordon County,60.1
GA-131,Grady County,66.4
GA-133,Greene County,61.7
GA-135,Gwinnett County,60.1
GA-137,Habersham County,58.5
GA-139,Hall County,59.4
GA-141,Hancock County,62.5
GA-143,Haralson County,59.4
GA-145,Harris County,62.9
GA-147,Hart County,60.6
GA-149,Heard County,61
GA-151,Henry County,61.7
GA-153,Houston County,64.1
GA-155,Irwin County,65.2
GA-157,Jackson County,60.5
GA-159,Jasper County,61.8
GA-161,Jeff Davis County,65.2
GA-163,Jefferson County,63.3
GA-165,Jenkins County,64
GA-167,Johnson County,64
GA-169,Jones County,62.6
GA-171,Lamar County,62.1
GA-173,Lanier County,65.9
GA-175,Laurens County,64.4
GA-177,Lee County,65.4
GA-179,Liberty County,66.1
GA-181,Lincoln County,62.2
GA-183,Long County,66.1
GA-185,Lowndes County,65.9
GA-187,Lumpkin County,57.3
GA-189,McDuffie County,62.3
GA-191,McIntosh County,66.7
GA-193,Macon County,63.9
GA-195,Madison County,60.5
GA-197,Marion County,63.7
GA-199,Meriwether County,61.7
GA-201,Miller County,66.4
GA-205,Mitchell County,66.1
GA-207,Monroe County,62.4
GA-209,Montgomery County,65
GA-211,Morgan County,61.6
GA-213,Murray County,59.1
GA-215,Muscogee County,64.2
GA-217,Newton County,61.4
GA-219,Oconee County,61.3
GA-221,Oglethorpe County,61.1
GA-223,Paulding County,60.1
GA-225,Peach County,63.5
GA-227,Pickens County,58.6
GA-229,Pierce County,66.3
GA-231,Pike County,61.9
GA-233,Polk County,60.2
GA-235,Pulaski County,64.8
GA-237,Putnam County,62.1
GA-239,Quitman County,64.9
GA-241,Rabun County,56.2
GA-243,Randolph County,64.8
GA-245,Richmond County,63.2
GA-247,Rockdale County,61.2
GA-249,Schley County,63.9
GA-251,Screven County,64.1
GA-253,Seminole County,67.2
GA-255,Spalding County,61.8
GA-257,Stephens County,60.3
GA-259,Stewart County,64.4
GA-261,Sumter County,64.6
GA-263,Talbot County,62.9
GA-265,Taliaferro County,61.8
GA-267,Tattnall County,65.6
GA-269,Taylor County,63.3
GA-271,Telfair County,65.2
GA-273,Terrell County,65.1
GA-275,Thomas County,66
GA-277,Tift County,65.3
GA-279,Toombs County,65.2
GA-281,Towns County,55.2
GA-283,Treutlen County,64.6
GA-285,Troup County,62
GA-287,Turner County,64.9
GA-289,Twiggs County,63.8
GA-291,Union County,55.4
GA-293,Upson County,62.5
GA-295,Walker County,59.1
GA-297,Walton County,60.9
GA-299,Ware County,66.6
GA-301,Warren County,62.2
GA-303,Washington County,63.6
GA-305,Wayne County,66
GA-307,Webster County,64.4
GA-309,Wheeler County,65
GA-311,White County,57.5
GA-313,Whitfield County,59.6
GA-315,Wilcox County,65
GA-317,Wilkes County,61.6
GA-319,Wilkinson County,63.8
GA-321,Worth County,65.4
ID-001,Ada County,52
ID-003,Adams County,43.9
ID-005,Bannock County,45.8
ID-007,Bear Lake County,41.3
ID-009,Benewah County,44.7
ID-011,Bingham County,45
ID-013,Blaine County,42.9
ID-015,Boise County,43.9
ID-017,Bonner County,42.6
ID-019,Bonneville County,42.5
ID-021,Boundary County,40.1
ID-023,Butte County,42.4
ID-025,Camas County,41.9
ID-027,Canyon County,52.5
ID-029,Caribou County,42.6
ID-031,Cassia County,47.1
ID-033,Clark County,40.6
ID-035,Clearwater County,43.7
ID-037,Custer County,38.8
ID-039,Elmore County,47.2
ID-041,Franklin County,45.3
ID-043,Fremont County,39.9
ID-045,Gem County,49.6
ID-047,Gooding County,49
ID-049,Idaho County,41.9
ID-051,Jefferson County,44
ID-053,Jerome County,49.4
ID-055,Kootenai County,44.8
ID-057,Latah County,45.5
ID-059,Lemhi County,39.8
ID-061,Lewis County,45.1
ID-063,Lincoln County,47.1
ID-065,Madison County,43
ID-067,Minidoka County,47.4
ID-069,Nez Perce County,48.1
ID-071,Oneida County,47
ID-073,Owyhee County,48.3
ID-075,Payette County,51.7
ID-077,Power County,46.4
ID-079,Shoshone County,42.2
ID-081,Teton County,40
ID-083,Twin Falls County,48.6
ID-085,Valley County,39.6
ID-087,Washington County,48.4
IL-001,Adams County,52.8
IL-003,Alexander County,57.3
IL-005,Bond County,54.1
IL-007,Boone County,48.2
IL-009,Brown County,52.7
IL-011,Bureau County,49.9
IL-013,Calhoun County,54.3
IL-015,Carroll County,48.8
IL-017,Cass County,52.8
IL-019,Champaign County,51.3
IL-021,Christian County,52.7
IL-023,Clark County,52.9
IL-025,Clay County,54
IL-027,Clinton County,54.7
IL-029,Coles County,52.3
IL-031,Cook County,50
IL-033,Crawford County,53.8
IL-035,Cumberland County,52.9
IL-037,DeKalb County,48.6
IL-039,De Witt County,51.6
IL-041,Douglas County,52
IL-043,DuPage County,49.6
IL-045,Edgar County,52.1
IL-047,Edwards County,55
IL-049,Effingham County,53.4
IL-051,Fayette County,53.6
IL-053,Ford County,50.6
IL-055,Franklin County,55.2
IL-057,Fulton County,51.6
IL-059,Gallatin County,56.3
IL-061,Greene County,53.8
IL-063,Grundy County,50.3
IL-065,Hamilton County,55.1
IL-067,Hancock County,52.2
IL-069,Hardin County,56.5
IL-071,Henderson County,51.2
IL-073,Henry County,50
IL-075,Iroquois County,50.6
IL-077,Jackson County,55.8
IL-079,Jasper County,53.4
IL-081,Jefferson County,54.6
IL-083,Jersey County,54.5
IL-085,Jo Daviess County,48.2
IL-087,Johnson County,56.5
IL-089,Kane County,49.1
IL-091,Kankakee County,50.5
IL-093,Kendall County,49.9
IL-095,Knox County,50.3
IL-097,Lake County,48.8
IL-099,LaSalle County,50
IL-101,Lawrence County,54.5
IL-103,Lee County,48.9
IL-105,Livingston County,50.6
IL-107,Logan County,52.3
IL-109,McDonough County,51.6
IL-111,McHenry County,48.2
IL-113,McLean County,51
IL-115,Macon County,52.1
IL-117,Macoupin County,53.7
IL-119,Madison County,55
IL-121,Marion County,54
IL-123,Marshall County,50.9
IL-125,Mason County,52.4
IL-127,Massac County,57.2
IL-129,Menard County,52.5
IL-131,Mercer County,50.4
IL-133,Monroe County,55.8
IL-135,Montgomery County,53.4
IL-137,Morgan County,53
IL-139,Moultrie County,52.3
IL-141,Ogle County,48.5
IL-143,Peoria County,51.1
IL-145,Perry County,55.3
IL-147,Piatt County,51.5
IL-149,Pike County,53.4
IL-151,Pope County,56.6
IL-153,Pulaski County,57.3
IL-155,Putnam County,50.8
IL-157,Randolph County,55.9
IL-159,Richland County,54.4
IL-161,Rock Island County,50.2
IL-163,St. Clair County,55.7
IL-165,Saline County,55.9
IL-167,Sangamon County,52.7
IL-169,Schuyler County,52.4
IL-171,Scott County,53.4
IL-173,Shelby County,52.8
IL-175,Stark County,50.2
IL-177,Stephenson County,48.2
IL-179,Tazewell County,51.7
IL-181,Union County,56.5
IL-183,Vermilion County,51.2
IL-185,Wabash County,55
IL-187,Warren County,50.6
IL-189,Washington County,55
IL-191,Wayne County,54.6
IL-193,White County,55.8
IL-195,Whiteside County,49.5
IL-197,Will County,50.2
IL-199,Williamson County,55.7
IL-201,Winnebago County,48.4
IL-203,Woodford County,51
IN-001,Adams County,50.3
IN-003,Allen County,49.8
IN-005,Bartholomew County,53
IN-007,Benton County,50.2
IN-009,Blackford County,50.7
IN-011,Boone County,50.4
IN-013,Brown County,52.3
IN-015,Carroll County,50.6
IN-017,Cass County,50.2
IN-019,Clark County,54.7
IN-021,Clay County,52.3
IN-023,Clinton County,50.3
IN-025,Crawford County,54.1
IN-027,Daviess County,53.8
IN-029,Dearborn County,53
IN-031,Decatur County,52.2
IN-033,DeKalb County,49
IN-035,Delaware County,50.7
IN-037,Dubois County,54.2
IN-039,Elkhart County,48.9
IN-041,Fayette County,51.2
IN-043,Floyd County,54.5
IN-045,Fountain County,51.1
IN-047,Franklin County,52.1
IN-049,Fulton County,49.3
IN-051,Gibson County,55
IN-053,Grant County,50.3
IN-055,Greene County,52.9
IN-057,Hamilton County,50.9
IN-059,Hancock County,51.3
IN-061,Harrison County,54.5
IN-063,Hendricks County,51
IN-065,Henry County,50.3
IN-067,Howard County,50.2
IN-069,Huntington County,50.2
IN-071,Jackson County,53.3
IN-073,Jasper County,50.1
IN-075,Jay County,50.5
IN-077,Jefferson County,53.9
IN-079,Jennings County,53.3
IN-081,Johnson County,52
IN-083,Knox County,54.4
IN-085,Kosciusko County,49.2
IN-087,LaGrange County,48.9
IN-089,Lake County,49.9
IN-091,LaPorte County,49.5
IN-093,Lawrence County,52.7
IN-095,Madison County,51
IN-097,Marion County,51.6
IN-099,Marshall County,49
IN-101,Martin County,53.1
IN-103,Miami County,50.2
IN-105,Monroe County,52.2
IN-107,Montgomery County,50.7
IN-109,Morgan County,51.9
IN-111,Newton County,50.3
IN-113,Noble County,48.9
IN-115,Ohio County,53.8
IN-117,Orange County,53.3
IN-119,Owen County,52.2
IN-121,Parke County,51.7
IN-123,Perry County,55.2
IN-125,Pike County,54.5
IN-127,Porter County,49.7
IN-129,Posey County,56
IN-131,Pulaski County,49.6
IN-133,Putnam County,50.9
IN-135,Randolph County,50
IN-137,Ripley County,52.5
IN-139,Rush County,51.4
IN-141,St. Joseph County,49
IN-143,Scott County,54.1
IN-145,Shelby County,52.2
IN-147,Spencer County,55.7
IN-149,Starke County,49.4
IN-151,Steuben County,48.3
IN-153,Sullivan County,53.5
IN-155,Switzerland County,54.1
IN-157,Tippecanoe County,50.8
IN-159,Tipton County,50.3
IN-161,Union County,51.3
IN-163,Vanderburgh County,55.8
IN-165,Vermillion County,51.9
IN-167,Vigo County,52.9
IN-169,Wabash County,50.2
IN-171,Warren County,50.7
IN-173,Warrick County,55.4
IN-175,Washington County,53.3
IN-177,Wayne County,50.3
IN-179,Wells County,50.3
IN-181,White County,50.3
IN-183,Whitley County,49.5
IA-001,Adair County,49.8
IA-003,Adams County,50.3
IA-005,Allamakee County,46.5
IA-007,Appanoose County,51.2
IA-009,Audubon County,49
IA-011,Benton County,48.2
IA-013,Black Hawk County,47.8
IA-015,Boone County,49.1
IA-017,Bremer County,47
IA-019,Buchanan County,47.4
IA-021,Buena Vista County,46.9
IA-023,Butler County,47.4
IA-025,Calhoun County,48.1
IA-027,Carroll County,48.7
IA-029,Cass County,50
IA-031,Cedar County,49.2
IA-033,Cerro Gordo County,46.3
IA-035,Cherokee County,47.2
IA-037,Chickasaw County,45.8
IA-039,Clarke County,50.4
IA-041,Clay County,46.1
IA-043,Clayton County,46.9
IA-045,Clinton County,49.2
IA-047,Crawford County,48.6
IA-049,Dallas County,49.9
IA-051,Davis County,51.3
IA-053,Decatur County,50.9
IA-055,Delaware County,47.2
IA-057,Des Moines County,51.2
IA-059,Dickinson County,45.6
IA-061,Dubuque County,47.5
IA-063,Emmet County,45.8
IA-065,Fayette County,46.5
IA-067,Floyd County,46.6
IA-069,Franklin County,46.9
IA-071,Fremont County,52.4
IA-073,Greene County,49
IA-075,Grundy County,47.8
IA-077,Guthrie County,49.3
IA-079,Hamilton County,47.9
IA-081,Hancock County,46.1
IA-083,Hardin County,47.7
IA-085,Harrison County,50.2
IA-087,Henry County,51.1
IA-089,Howard County,44.9
IA-091,Humboldt County,47.2
IA-093,Ida County,48
IA-095,Iowa County,49.2
IA-097,Jackson County,48.5
IA-099,Jasper County,49.8
IA-101,Jefferson County,50.7
IA-103,Johnson County,49.4
IA-105,Jones County,48.2
IA-107,Keokuk County,50
IA-109,Kossuth County,46.2
IA-111,Lee County,52
IA-113,Linn County,48.3
IA-115,Louisa County,50.8
IA-117,Lucas County,50.7
IA-119,Lyon County,46.2
IA-121,Madison County,50.3
IA-123,Mahaska County,50.4
IA-125,Marion County,50.8
IA-127,Marshall County,48.6
IA-129,Mills County,51.7
IA-131,Mitchell County,45.6
IA-133,Monona County,49.6
IA-135,Monroe County,50.9
IA-137,Montgomery County,51
IA-139,Muscatine County,50.3
IA-141,O'Brien County,46.2
IA-143,Osceola County,45.5
IA-145,Page County,51.5
IA-147,Palo Alto County,46.4
IA-149,Plymouth County,47.9
IA-151,Pocahontas County,47.2
IA-153,Polk County,50.3
IA-155,Pottawattamie County,50.7
IA-157,Poweshiek County,49.1
IA-159,Ringgold County,50.7
IA-161,Sac County,47.9
IA-163,Scott County,49.9
IA-165,Shelby County,49.4
IA-167,Sioux County,46.9
IA-169,Story County,49.1
IA-171,Tama County,48.2
IA-173,Taylor County,50.8
IA-175,Union County,50.1
IA-177,Van Buren County,51.5
IA-179,Wapello County,50.8
IA-181,Warren County,50.8
IA-183,Washington County,50.2
IA-185,Wayne County,50.9
IA-187,Webster County,47.9
IA-189,Winnebago County,45.7
IA-191,Winneshiek County,45.6
IA-193,Woodbury County,48.7
IA-195,Worth County,45.6
IA-197,Wright County,46.9
KS-001,Allen County,56.7
KS-003,Anderson County,56
KS-005,Atchison County,54.3
KS-007,Barber County,57.5
KS-009,Barton County,55.4
KS-011,Bourbon County,56.9
KS-013,Brown County,53.6
KS-015,Butler County,56.9
KS-017,Chase County,56.1
KS-019,Chautauqua County,58.1
KS-021,Cherokee County,58.1
KS-023,Cheyenne County,52.8
KS-025,Clark County,57.3
KS-027,Clay County,55.2
KS-029,Cloud County,54.9
KS-031,Coffey County,56.1
KS-033,Comanche County,57.1
KS-035,Cowley County,57.8
KS-037,Crawford County,57.5
KS-039,Decatur County,53.1
KS-041,Dickinson County,56.1
KS-043,Doniphan County,54
KS-045,Douglas County,55.7
KS-047,Edwards County,55.8
KS-049,Elk County,57.4
KS-051,Ellis County,55.2
KS-053,Ellsworth County,55.5
KS-055,Finney County,55.2
KS-057,Ford County,55.6
KS-059,Franklin County,56
KS-061,Geary County,55.6
KS-063,Gove County,54.4
KS-065,Graham County,54.5
KS-067,Grant County,56.2
KS-069,Gray County,55.4
KS-071,Greeley County,53.8
KS-073,Greenwood County,56.8
KS-075,Hamilton County,55.2
KS-077,Harper County,58.3
KS-079,Harvey County,56.7
KS-081,Haskell County,55.7
KS-083,Hodgeman County,55.6
KS-085,Jackson County,54.3
KS-087,Jefferson County,54.9
KS-089,Jewell County,53.7
KS-091,Johnson County,55.5
KS-093,Kearny County,55.5
KS-095,Kingman County,57.3
KS-097,Kiowa County,56
KS-099,Labette County,58.1
KS-101,Lane County,54.7
KS-103,Leavenworth County,55.3
KS-105,Lincoln County,55.4
KS-107,Linn County,56.3
KS-109,Logan County,53.9
KS-111,Lyon County,55.9
KS-113,McPherson County,56.1
KS-115,Marion County,56.2
KS-117,Marshall County,53.8
KS-119,Meade County,56.9
KS-121,Miami County,55.9
KS-123,Mitchell County,54.9
KS-125,Montgomery County,58.2
KS-127,Morris County,55.5
KS-129,Morton County,56.5
KS-131,Nemaha County,53.4
KS-133,Neosho County,57.3
KS-135,Ness County,55.3
KS-137,Norton County,53.8
KS-139,Osage County,55.7
KS-141,Osborne County,55
KS-143,Ottawa County,55.8
KS-145,Pawnee County,55.7
KS-147,Phillips County,54.1
KS-149,Pottawatomie County,54.6
KS-151,Pratt County,56.3
KS-153,Rawlins County,52.9
KS-155,Reno County,56.6
KS-157,Republic County,53.8
KS-159,Rice County,55.7
KS-161,Riley County,55
KS-163,Rooks County,55
KS-165,Rush County,55.4
KS-167,Russell County,55.3
KS-169,Saline County,56.1
KS-171,Scott County,54.4
KS-173,Sedgwick County,57.4
KS-175,Seward County,56.8
KS-177,Shawnee County,55.4
KS-179,Sheridan County,53.6
