Location ID,Location,Value
AR-075,Lawrence County,58.8
AR-077,Lee County,61.5
AR-079,Lincoln County,62.8
AR-081,Little River County,62.8
AR-083,Logan County,60.1
AR-085,Lonoke County,61.6
AR-087,Madison County,56.3
AR-089,Marion County,57.2
AR-091,Miller County,63.8
AR-093,Mississippi County,60.3
AR-095,Monroe County,61.6
AR-097,Montgomery County,60
AR-099,Nevada County,62.7
AR-101,Newton County,56.2
AR-103,Ouachita County,63
AR-105,Perry County,60.6
AR-107,Phillips County,62
AR-109,Pike County,61
AR-111,Poinsett County,60.1
AR-113,Polk County,59.1
AR-115,Pope County,58.9
AR-117,Prairie County,61.6
AR-119,Pulaski County,61.5
AR-121,Randolph County,57.8
AR-123,St. Francis County,61
AR-125,Saline County,61.2
AR-127,Scott County,59.8
AR-129,Searcy County,57.2
AR-131,Sebastian County,60.1
AR-133,Sevier County,61.6
AR-135,Sharp County,57.6
AR-137,Stone County,58.1
AR-139,Union County,63.4
AR-141,Van Buren County,58.4
AR-143,Washington County,57.2
AR-145,White County,60.6
AR-147,Woodruff County,60.9
AR-149,Yell County,60.5
CA-001,Alameda County,59.9
CA-003,Alpine County,44
CA-005,Amador County,57.5
CA-007,Butte County,59.6
CA-009,Calaveras County,58.1
CA-011,Colusa County,61.4
CA-013,Contra Costa County,60.6
CA-015,Del Norte County,53
CA-017,El Dorado County,53.7
CA-019,Fresno County,55.8
CA-021,Glenn County,60.1
CA-023,Humboldt County,55
CA-025,Imperial County,74.4
CA-027,Inyo County,61.1
CA-029,Kern County,62.2
CA-031,Kings County,64.2
CA-033,Lake County,57.3
CA-035,Lassen County,47.1
CA-037,Los Angeles County,61.9
CA-039,Madera County,56.4
CA-041,Marin County,56.8
CA-043,Mariposa County,55.4
CA-045,Mendocino County,55.8
CA-047,Merced County,62.7
CA-049,Modoc County,47
CA-051,Mono County,44
CA-053,Monterey County,59.4
CA-055,Napa County,59.8
CA-057,Nevada County,52.3
CA-059,Orange County,63.9
CA-061,Placer County,53.6
CA-063,Plumas County,47.7
CA-065,Riverside County,68.8
CA-067,Sacramento County,62.2
CA-069,San Benito County,59.5
CA-071,San Bernardino County,67
CA-073,San Diego County,63.2
CA-075,San Francisco County,57.8
CA-077,San Joaquin County,62.5
CA-079,San Luis Obispo County,59.8
CA-081,San Mateo County,57.6
CA-083,Santa Barbara County,59.1
CA-085,Santa Clara County,59
CA-087,Santa Cruz County,58
CA-089,Shasta County,55.1
CA-091,Sierra County,47.3
CA-093,Siskiyou County,49.3
CA-095,Solano County,61.6
CA-097,Sonoma County,57.9
CA-099,Stanislaus County,62
CA-101,Sutter County,63
CA-103,Tehama County,58.4
CA-105,Trinity County,53
CA-107,Tulare County,54.9
CA-109,Tuolumne County,50.1
CA-111,Ventura County,58.3
CA-113,Yolo County,62.3
CA-115,Yuba County,60.7
CO-001,Adams County,49.3
CO-003,Alamosa County,43.5
CO-005,Arapahoe County,49
CO-007,Archuleta County,43.9
CO-009,Baca County,53.6
CO-011,Bent County,53.6
CO-013,Boulder County,44.6
CO-014,Broomfield County,50.6
CO-015,Chaffee County,37.9
CO-017,Cheyenne County,50.7
CO-019,Clear Creek County,37
CO-021,Conejos County,40.6
CO-023,Costilla County,42.2
CO-025,Crowley County,51.5
CO-027,Custer County,41.4
CO-029,Delta County,47.1
CO-031,Denver County,50.4
CO-033,Dolores County,43.6
CO-035,Douglas County,47.1
CO-037,Eagle County,39.3
CO-039,Elbert County,47.4
CO-041,El Paso County,47.1
CO-043,Fremont County,45.4
CO-045,Garfield County,43.7
CO-047,Gilpin County,39.2
CO-049,Grand County,37.2
CO-051,Gunnison County,38.6
CO-053,Hinsdale County,36
CO-055,Huerfano County,46.8
CO-057,Jackson County,37
CO-059,Jefferson County,46.2
CO-061,Kiowa County,52.1
CO-063,Kit Carson County,50.3
CO-065,Lake County,34.2
CO-067,La Plata County,45
CO-069,Larimer County,42.2
CO-071,Las Animas County,50.9
CO-073,Lincoln County,49.2
CO-075,Logan County,49.7
CO-077,Mesa County,47.9
CO-079,Mineral County,36.7
CO-081,Moffat County,44.4
CO-083,Montezuma County,49
CO-085,Montrose County,48.1
CO-087,Morgan County,49.2
CO-089,Otero County,53.2
CO-091,Ouray County,41.6
CO-093,Park County,38.2
CO-095,Phillips County,49.6
CO-097,Pitkin County,37.8
CO-099,Prowers County,53.6
CO-101,Pueblo County,51.5
CO-103,Rio Blanco County,44.5
CO-105,Rio Grande County,39.8
CO-107,Routt County,39.9
CO-109,Saguache County,39.6
CO-111,San Juan County,35.2
CO-113,San Miguel County,45.3
CO-115,Sedgwick County,49.5
CO-117,Summit County,35.3
CO-119,Teller County,39.9
CO-121,Washington County,49.6
CO-123,Weld County,48.5
CO-125,Yuma County,50.7
CT-001,Fairfield County,50.2
CT-003,Hartford County,49.3
CT-005,Litchfield County,46.8
CT-007,Middlesex County,50
CT-009,New Haven County,49.9
CT-011,New London County,50
CT-013,Tolland County,48.4
CT-015,Windham County,48.6
DE-001,Kent County,55.2
DE-003,New Castle County,54.2
DE-005,Sussex County,55.5
FL-001,Alachua County,69
FL-003,Baker County,67.9
FL-005,Bay County,67.6
FL-007,Bradford County,68.6
FL-009,Brevard County,72.7
FL-011,Broward County,75.3
FL-013,Calhoun County,67
FL-015,Charlotte County,73.7
FL-017,Citrus County,70.5
FL-019,Clay County,68.9
FL-021,Collier County,75
FL-023,Columbia County,68
FL-027,DeSoto County,72.8
FL-029,Dixie County,68.2
FL-031,Duval County,68.7
FL-033,Escambia County,66.9
FL-035,Flagler County,70.2
FL-037,Franklin County,67.9
FL-039,Gadsden County,66.8
FL-041,Gilchrist County,68.4
FL-043,Glades County,73.6
FL-045,Gulf County,67.5
FL-047,Hamilton County,67.2
FL-049,Hardee County,72.5
FL-051,Hendry County,74.3
FL-053,Hernando County,70.9
FL-055,Highlands County,72.9
FL-057,Hillsborough County,72.2
FL-059,Holmes County,66.4
FL-061,Indian River County,72.7
FL-063,Jackson County,67.1
FL-065,Jefferson County,67.2
FL-067,Lafayette County,67.8
FL-069,Lake County,71.4
FL-071,Lee County,74.5
FL-073,Leon County,67.2
FL-075,Levy County,69.1
FL-077,Liberty County,67
FL-079,Madison County,67.2
FL-081,Manatee County,72.7
FL-083,Marion County,70.1
FL-085,Martin County,73.8
FL-086,Miami-Dade County,75.6
FL-087,Monroe County,76
FL-089,Nassau County,68
FL-091,Okaloosa County,66.5
FL-093,Okeechobee County,73.2
FL-095,Orange County,72.4
FL-097,Osceola County,72.7
FL-099,Palm Beach County,74.4
FL-101,Pasco County,71.3
FL-103,Pinellas County,72.7
FL-105,Polk County,72.6
FL-107,Putnam County,69.7
FL-109,St. Johns County,69.3
FL-111,St. Lucie County,73.4
FL-113,Santa Rosa County,66.8
FL-115,Sarasota County,73.3
FL-117,Seminole County,72.3
FL-119,Sumter County,70.8
FL-121,Suwannee County,67.8
FL-123,Taylor County,67.8
FL-125,Union County,68.4
FL-127,Volusia County,71.4
FL-129,Wakulla County,67.6
FL-131,Walton County,66.5
FL-133,Washington County,67
GA-001,Appling County,66.1
GA-003,Atkinson County,66.1
GA-005,Bacon County,66.2
GA-007,Baker County,66.3
GA-009,Baldwin County,63.3
GA-011,Banks County,60.2
GA-013,Barrow County,60.6
GA-015,Bartow County,60
GA-017,Ben Hill County,65.4
GA-019,Berrien County,65.8
GA-021,Bibb County,63.5
GA-023,Bleckley County,64.5
GA-025,Brantley County,66.5
GA-027,Brooks County,66.3
GA-029,Bryan County,66.2
GA-031,Bulloch County,65.2
GA-033,Burke County,63.9
GA-035,Butts County,61.9
GA-037,Calhoun County,65.7
GA-039,Camden County,67.4
GA-043,Candler County,65.1
GA-045,Carroll County,60
GA-047,Catoosa County,59.2
GA-049,Charlton County,67.2
GA-051,Chatham County,66.2
GA-053,Chattahoochee County,64.4
GA-055,Chattooga County,59.7
GA-057,Cherokee County,59.2
GA-059,Clarke County,61
GA-061,Clay County,65.3
GA-063,Clayton County,61.3
GA-065,Clinch County,66.7
GA-067,Cobb County,60.2
GA-069,Coffee County,65.8
GA-071,Colquitt County,66
GA-073,Columbia County,63.1
GA-075,Cook County,65.9
GA-077,Coweta County,61
GA-079,Crawford County,63.4
GA-081,Crisp County,64.7
GA-083,Dade County,58.4
GA-085,Dawson County,57.9
GA-087,Decatur County,66.6
GA-089,DeKalb County,60.7
GA-091,Dodge County,64.9
GA-093,Dooly County,64.5
GA-095,Dougherty County,66.1
GA-097,Douglas County,60.3
GA-099,Early County,66.1
GA-101,Echols County,66.7
GA-103,Effingham County,65.3
GA-105,Elbert County,60.9
GA-107,Emanuel County,64.7
GA-109,Evans County,65.7
GA-111,Fannin County,55.5
GA-113,Fayette County,61.3
GA-115,Floyd County,60.3
GA-117,Forsyth County,59.1
GA-119,Franklin County,60.4
GA-121,Fulton County,60.5
GA-123,Gilmer County,56.5
GA-125,Glascock County,63.2
GA-127,Glynn County,67.2
GA-129,Gordon County,59.8
GA-131,Grady County,66.5
GA-133,Greene County,62
GA-135,Gwinnett County,60.2
GA-137,Habersham County,58.1
GA-139,Hall County,59.4
GA-141,Hancock County,62.8
GA-143,Haralson County,59.4
GA-145,Harris County,62.9
GA-147,Hart County,60.4
GA-149,Heard County,61
GA-151,Henry County,61.5
GA-153,Houston County,64.3
GA-155,Irwin County,65.4
GA-157,Jackson County,60.6
GA-159,Jasper County,61.9
GA-161,Jeff Davis County,65.6
GA-163,Jefferson County,63.8
GA-165,Jenkins County,64.4
GA-167,Johnson County,64.4
GA-169,Jones County,62.9
GA-171,Lamar County,62.1
GA-173,Lanier County,66.2
GA-175,Laurens County,64.8
GA-177,Lee County,65.5
GA-179,Liberty County,66.5
GA-181,Lincoln County,62.4
GA-183,Long County,66.6
GA-185,Lowndes County,66.3
GA-187,Lumpkin County,57.1
GA-189,McDuffie County,62.6
GA-191,McIntosh County,67.1
GA-193,Macon County,64.1
GA-195,Madison County,60.6
GA-197,Marion County,63.9
GA-199,Meriwether County,61.8
GA-201,Miller County,66.4
GA-205,Mitchell County,66.3
GA-207,Monroe County,62.5
GA-209,Montgomery County,65.3
GA-211,Morgan County,61.6
GA-213,Murray County,58.7
GA-215,Muscogee County,64.2
GA-217,Newton County,61.2
GA-219,Oconee County,61.2
GA-221,Oglethorpe County,61.2
GA-223,Paulding County,59.9
GA-225,Peach County,63.8
GA-227,Pickens County,58
GA-229,Pierce County,66.6
GA-231,Pike County,61.9
GA-233,Polk County,60
GA-235,Pulaski County,64.7
GA-237,Putnam County,62.4
GA-239,Quitman County,64.9
GA-241,Rabun County,55.7
GA-243,Randolph County,64.8
GA-245,Richmond County,63.8
GA-247,Rockdale County,61
GA-249,Schley County,64.1
GA-251,Screven County,64.5
GA-253,Seminole County,66.8
GA-255,Spalding County,61.8
GA-257,Stephens County,60.1
GA-259,Stewart County,64.5
GA-261,Sumter County,64.7
GA-263,Talbot County,63
GA-265,Taliaferro County,62
GA-267,Tattnall County,65.8
GA-269,Taylor County,63.6
GA-271,Telfair County,65.4
GA-273,Terrell County,65.3
GA-275,Thomas County,66.4
GA-277,Tift County,65.4
GA-279,Toombs County,65.5
GA-281,Towns County,54.9
GA-283,Treutlen County,64.9
GA-285,Troup County,61.9
GA-287,Turner County,64.9
GA-289,Twiggs County,64
GA-291,Union County,55.2
GA-293,Upson County,62.6
GA-295,Walker County,58.9
GA-297,Walton County,60.8
GA-299,Ware County,66.8
GA-301,Warren County,62.6
GA-303,Washington County,63.9
GA-305,Wayne County,66.5
GA-307,Webster County,64.5
GA-309,Wheeler County,65.4
GA-311,White County,57.2
GA-313,Whitfield County,59.2
GA-315,Wilcox County,64.9
GA-317,Wilkes County,61.8
GA-319,Wilkinson County,64
GA-321,Worth County,65.5
ID-001,Ada County,51.9
ID-003,Adams County,44.1
ID-005,Bannock County,45.2
ID-007,Bear Lake County,40.9
ID-009,Benewah County,45.7
ID-011,Bingham County,44.7
ID-013,Blaine County,42.2
ID-015,Boise County,43.7
ID-017,Bonner County,43.5
ID-019,Bonneville County,42.2
ID-021,Boundary County,41.2
ID-023,Butte County,41.6
ID-025,Camas County,41.2
ID-027,Canyon County,52.3
ID-029,Caribou County,42.2
ID-031,Cassia County,46.6
ID-033,Clark County,39.5
ID-035,Clearwater County,43.7
ID-037,Custer County,38.1
ID-039,Elmore County,47
ID-041,Franklin County,44.6
ID-043,Fremont County,39.2
ID-045,Gem County,49.5
ID-047,Gooding County,48.8
ID-049,Idaho County,41.7
ID-051,Jefferson County,43.2
ID-053,Jerome County,49
ID-055,Kootenai County,45.6
ID-057,Latah County,46.6
ID-059,Lemhi County,39
ID-061,Lewis County,45.8
ID-063,Lincoln County,46.7
ID-065,Madison County,42.5
ID-067,Minidoka County,46.9
ID-069,Nez Perce County,49
ID-071,Oneida County,46
ID-073,Owyhee County,48.1
ID-075,Payette County,51.5
ID-077,Power County,45.9
ID-079,Shoshone County,42.7
ID-081,Teton County,39.6
ID-083,Twin Falls County,48
ID-085,Valley County,39.6
ID-087,Washington County,48.3
IL-001,Adams County,51.5
IL-003,Alexander County,56.9
IL-005,Bond County,53.6
IL-007,Boone County,47.4
IL-009,Brown County,51.5
IL-011,Bureau County,48.9
IL-013,Calhoun County,53.4
IL-015,Carroll County,47.8
IL-017,Cass County,51.8
IL-019,Champaign County,51.4
IL-021,Christian County,52.4
IL-023,Clark County,53
IL-025,Clay County,54.1
IL-027,Clinton County,54.4
IL-029,Coles County,52.5
IL-031,Cook County,49.4
IL-033,Crawford County,53.7
IL-035,Cumberland County,53
IL-037,DeKalb County,48
IL-039,De Witt County,50.8
IL-041,Douglas County,52.1
IL-043,DuPage County,49
IL-045,Edgar County,52.1
IL-047,Edwards County,55.1
IL-049,Effingham County,53.2
IL-051,Fayette County,53.4
IL-053,Ford County,50.5
IL-055,Franklin County,55.2
IL-057,Fulton County,50.8
IL-059,Gallatin County,56
IL-061,Greene County,53
IL-063,Grundy County,49.8
IL-065,Hamilton County,55.3
IL-067,Hancock County,51
IL-069,Hardin County,56.2
IL-071,Henderson County,50.1
IL-073,Henry County,49
IL-075,Iroquois County,50.5
IL-077,Jackson County,55.4
IL-079,Jasper County,53.5
IL-081,Jefferson County,54.7
IL-083,Jersey County,53.6
IL-085,Jo Daviess County,47.2
IL-087,Johnson County,56.1
IL-089,Kane County,48.2
IL-091,Kankakee County,50
IL-093,Kendall County,49.3
IL-095,Knox County,49.4
IL-097,Lake County,47.8
IL-099,LaSalle County,49.4
IL-101,Lawrence County,54.4
IL-103,Lee County,48
IL-105,Livingston County,50.1
IL-107,Logan County,51.3
IL-109,McDonough County,50.4
IL-111,McHenry County,47.2
IL-113,McLean County,50.3
IL-115,Macon County,51.5
IL-117,Macoupin County,52.9
IL-119,Madison County,54.3
IL-121,Marion County,54
IL-123,Marshall County,49.9
IL-125,Mason County,51.6
IL-127,Massac County,56.8
IL-129,Menard County,51.7
IL-131,Mercer County,49.3
IL-133,Monroe County,55.2
IL-135,Montgomery County,52.7
IL-137,Morgan County,51.9
IL-139,Moultrie County,52.1
IL-141,Ogle County,47.6
IL-143,Peoria County,50.1
IL-145,Perry County,55.1
IL-147,Piatt County,51.4
IL-149,Pike County,52.2
IL-151,Pope County,56.3
IL-153,Pulaski County,56.8
IL-155,Putnam County,49.8
IL-157,Randolph County,55.2
IL-159,Richland County,54.1
IL-161,Rock Island County,49.1
IL-163,St. Clair County,55
IL-165,Saline County,55.8
IL-167,Sangamon County,52
IL-169,Schuyler County,51.3
IL-171,Scott County,52.3
IL-173,Shelby County,52.6
IL-175,Stark County,49.3
IL-177,Stephenson County,46.9
IL-179,Tazewell County,50.6
IL-181,Union County,55.8
IL-183,Vermilion County,51.2
IL-185,Wabash County,55.1
IL-187,Warren County,49.6
IL-189,Washington County,54.8
IL-191,Wayne County,54.9
IL-193,White County,55.5
IL-195,Whiteside County,48.6
IL-197,Will County,49.7
IL-199,Williamson County,55.6
IL-201,Winnebago County,47.5
IL-203,Woodford County,50.1
IN-001,Adams County,49.9
IN-003,Allen County,49.6
IN-005,Bartholomew County,52.8
IN-007,Benton County,50.4
IN-009,Blackford County,50.6
IN-011,Boone County,50.5
IN-013,Brown County,52.2
IN-015,Carroll County,50.5
IN-017,Cass County,50
IN-019,Clark County,54.5
IN-021,Clay County,52.3
IN-023,Clinton County,50.4
IN-025,Crawford County,54.1
IN-027,Daviess County,53.6
IN-029,Dearborn County,52.7
IN-031,Decatur County,52
IN-033,DeKalb County,48.8
IN-035,Delaware County,50.7
IN-037,Dubois County,53.9
IN-039,Elkhart County,48.8
IN-041,Fayette County,51
IN-043,Floyd County,54.6
IN-045,Fountain County,51.2
IN-047,Franklin County,51.9
IN-049,Fulton County,49.4
IN-051,Gibson County,55.4
IN-053,Grant County,50.7
IN-055,Greene County,52.7
IN-057,Hamilton County,51
IN-059,Hancock County,51.2
IN-061,Harrison County,54.7
IN-063,Hendricks County,50.9
IN-065,Henry County,50.4
IN-067,Howard County,50.2
IN-069,Huntington County,50.2
IN-071,Jackson County,53.3
IN-073,Jasper County,50.3
IN-075,Jay County,50.1
IN-077,Jefferson County,53.4
IN-079,Jennings County,53
IN-081,Johnson County,51.6
IN-083,Knox County,54.3
IN-085,Kosciusko County,49.2
IN-087,LaGrange County,48.5
IN-089,Lake County,49.6
IN-091,LaPorte County,49.3
IN-093,Lawrence County,52.8
IN-095,Madison County,51
IN-097,Marion County,51.4
IN-099,Marshall County,49.1
IN-101,Martin County,53.1
IN-103,Miami County,50.2
IN-105,Monroe County,52.1
IN-107,Montgomery County,50.6
IN-109,Morgan County,51.7
IN-111,Newton County,50.5
IN-113,Noble County,48.8
IN-115,Ohio County,53.4
IN-117,Orange County,53.3
IN-119,Owen County,51.9
IN-121,Parke County,51.8
IN-123,Perry County,55.2
IN-125,Pike County,54.5
IN-127,Porter County,49.4
IN-129,Posey County,55.9
IN-131,Pulaski County,49.6
IN-133,Putnam County,51
IN-135,Randolph County,49.7
IN-137,Ripley County,52.1
IN-139,Rush County,51.2
IN-141,St. Joseph County,49
IN-143,Scott County,53.8
IN-145,Shelby County,52
IN-147,Spencer County,55.6
IN-149,Starke County,49.4
IN-151,Steuben County,48
IN-153,Sullivan County,53.3
IN-155,Switzerland County,53.6
IN-157,Tippecanoe County,51
IN-159,Tipton County,50.4
IN-161,Union County,51.1
IN-163,Vanderburgh County,55.8
IN-165,Vermillion County,52
IN-167,Vigo County,52.8
IN-169,Wabash County,50.3
IN-171,Warren County,50.8
IN-173,Warrick County,55.3
IN-175,Washington County,53.4
IN-177,Wayne County,50.3
IN-179,Wells County,50.1
IN-181,White County,50.4
IN-183,Whitley County,49.4
IA-001,Adair County,48
IA-003,Adams County,48.8
IA-005,Allamakee County,45.7
IA-007,Appanoose County,49.6
IA-009,Audubon County,47.4
IA-011,Benton County,47
IA-013,Black Hawk County,46.3
IA-015,Boone County,47.3
IA-017,Bremer County,45.4
IA-019,Buchanan County,46
IA-021,Buena Vista County,45.7
IA-023,Butler County,45.9
IA-025,Calhoun County,46.6
IA-027,Carroll County,47
IA-029,Cass County,48.4
IA-031,Cedar County,48.2
IA-033,Cerro Gordo County,45
IA-035,Cherokee County,46
IA-037,Chickasaw County,44.5
IA-039,Clarke County,48.8
IA-041,Clay County,45.2
IA-043,Clayton County,45.6
IA-045,Clinton County,48.3
IA-047,Crawford County,47.2
IA-049,Dallas County,48.3
IA-051,Davis County,49.8
IA-053,Decatur County,49.4
IA-055,Delaware County,46
IA-057,Des Moines County,50
IA-059,Dickinson County,44.5
IA-061,Dubuque County,46.7
IA-063,Emmet County,44.7
IA-065,Fayette County,45
IA-067,Floyd County,45
IA-069,Franklin County,45.4
IA-071,Fremont County,50.8
IA-073,Greene County,47.4
IA-075,Grundy County,46.2
IA-077,Guthrie County,47.7
IA-079,Hamilton County,46.2
IA-081,Hancock County,44.9
IA-083,Hardin County,46.1
IA-085,Harrison County,48.8
IA-087,Henry County,49.8
IA-089,Howard County,43.6
IA-091,Humboldt County,45.7
IA-093,Ida County,46.6
IA-095,Iowa County,47.9
IA-097,Jackson County,47.7
IA-099,Jasper County,48.3
IA-101,Jefferson County,49.3
IA-103,Johnson County,48.4
IA-105,Jones County,47.2
IA-107,Keokuk County,48.7
IA-109,Kossuth County,45.1
IA-111,Lee County,50.7
IA-113,Linn County,47.3
IA-115,Louisa County,49.6
IA-117,Lucas County,49
IA-119,Lyon County,45
IA-121,Madison County,48.5
IA-123,Mahaska County,48.8
IA-125,Marion County,49.2
IA-127,Marshall County,47
IA-129,Mills County,50.2
IA-131,Mitchell County,44
IA-133,Monona County,48.1
IA-135,Monroe County,49.3
IA-137,Montgomery County,49.5
IA-139,Muscatine County,49.1
IA-141,O'Brien County,45
IA-143,Osceola County,44.3
IA-145,Page County,50
IA-147,Palo Alto County,45.2
IA-149,Plymouth County,46.6
IA-151,Pocahontas County,45.8
IA-153,Polk County,48.8
IA-155,Pottawattamie County,49.4
IA-157,Poweshiek County,47.7
IA-159,Ringgold County,49.1
IA-161,Sac County,46.4
IA-163,Scott County,48.8
IA-165,Shelby County,47.9
IA-167,Sioux County,45.6
IA-169,Story County,47.3
IA-171,Tama County,46.9
IA-173,Taylor County,49.3
IA-175,Union County,48.5
IA-177,Van Buren County,49.9
IA-179,Wapello County,49.4
IA-181,Warren County,49.3
IA-183,Washington County,48.9
IA-185,Wayne County,49.2
IA-187,Webster County,46.3
IA-189,Winnebago County,44.4
IA-191,Winneshiek County,44.7
IA-193,Woodbury County,47.4
IA-195,Worth County,44.4
IA-197,Wright County,45.4
KS-001,Allen County,55.5
KS-003,Anderson County,55
KS-005,Atchison County,52.8
KS-007,Barber County,56.1
KS-009,Barton County,54
KS-011,Bourbon County,55.8
KS-013,Brown County,52
KS-015,Butler County,55.2
KS-017,Chase County,54
KS-019,Chautauqua County,57
KS-021,Cherokee County,57.5
KS-023,Cheyenne County,51.4
KS-025,Clark County,55.6
KS-027,Clay County,53.1
KS-029,Cloud County,52.8
KS-031,Coffey County,54.8
KS-033,Comanche County,55.8
KS-035,Cowley County,56.5
KS-037,Crawford County,56.8
KS-039,Decatur County,51.5
KS-041,Dickinson County,54
KS-043,Doniphan County,52.5
KS-045,Douglas County,54
KS-047,Edwards County,54.3
KS-049,Elk County,56
KS-051,Ellis County,53.6
KS-053,Ellsworth County,53.9
KS-055,Finney County,53.4
KS-057,Ford County,54.3
KS-059,Franklin County,54.4
KS-061,Geary County,53.3
KS-063,Gove County,52.8
KS-065,Graham County,52.9
KS-067,Grant County,54.4
KS-069,Gray County,53.9
KS-071,Greeley County,52.1
KS-073,Greenwood County,55.2
KS-075,Hamilton County,53.7
KS-077,Harper County,57
KS-079,Harvey County,55
KS-081,Haskell County,54.2
KS-083,Hodgeman County,54.2
KS-085,Jackson County,52.5
KS-087,Jefferson County,53.3
KS-089,Jewell County,51.8
KS-091,Johnson County,54.2
KS-093,Kearny County,53.6
KS-095,Kingman County,55.6
KS-097,Kiowa County,54.6
KS-099,Labette County,57.2
KS-101,Lane County,52.9
KS-103,Leavenworth County,53.8
KS-105,Lincoln County,53.6
KS-107,Linn County,55.2
KS-109,Logan County,52.3
KS-111,Lyon County,54
KS-113,McPherson County,54.6
KS-115,Marion County,54.3
KS-117,Marshall County,51.8
KS-119,Meade County,55.5
KS-121,Miami County,54.5
KS-123,Mitchell County,52.9
KS-125,Montgomery County,57.3
KS-127,Morris County,53.3
KS-129,Morton County,55.2
KS-131,Nemaha County,51.5
KS-133,Neosho County,56.4
KS-135,Ness County,53.7
KS-137,Norton County,52
KS-139,Osage County,54
KS-141,Osborne County,53
KS-143,Ottawa County,53.8
KS-145,Pawnee County,54.2
KS-147,Phillips County,52.2
KS-149,Pottawatomie County,52.5
KS-151,Pratt County,54.8
KS-153,Rawlins County,51.3
KS-155,Reno County,54.8
KS-157,Republic County,52
KS-159,Rice County,54.3
KS-161,Riley County,52.8
KS-163,Rooks County,53.2
KS-165,Rush County,53.9
KS-167,Russell County,53.9
KS-169,Saline County,54.6
KS-171,Scott County,52.6
KS-173,Sedgwick County,55.8
KS-175,Seward County,55.4
KS-177,Shawnee County,53.6
KS-179,Sheridan County,52
KS-181,Sherman County,51
KS-183,Smith County,51.8
KS-185,Stafford County,54.5
