Location ID,Location,Value
IL-173,Shelby County,53.8
IL-175,Stark County,50.7
IL-177,Stephenson County,49.1
IL-179,Tazewell County,52.1
IL-181,Union County,57.1
IL-183,Vermilion County,52
IL-185,Wabash County,56.2
IL-187,Warren County,51.1
IL-189,Washington County,55.6
IL-191,Wayne County,55.9
IL-193,White County,56.8
IL-195,Whiteside County,50.2
IL-197,Will County,51.2
IL-199,Williamson County,56.5
IL-201,Winnebago County,49.5
IL-203,Woodford County,51.5
IN-001,Adams County,51.5
IN-003,Allen County,51.3
IN-005,Bartholomew County,53.5
IN-007,Benton County,51.2
IN-009,Blackford County,51.7
IN-011,Boone County,51.3
IN-013,Brown County,53
IN-015,Carroll County,51.4
IN-017,Cass County,51.3
IN-019,Clark County,55.7
IN-021,Clay County,53.1
IN-023,Clinton County,51.3
IN-025,Crawford County,55.3
IN-027,Daviess County,54.7
IN-029,Dearborn County,53.7
IN-031,Decatur County,53.2
IN-033,DeKalb County,50.5
IN-035,Delaware County,51.6
IN-037,Dubois County,55.1
IN-039,Elkhart County,50.5
IN-041,Fayette County,52
IN-043,Floyd County,56
IN-045,Fountain County,52
IN-047,Franklin County,52.6
IN-049,Fulton County,51
IN-051,Gibson County,56.3
IN-053,Grant County,51.6
IN-055,Greene County,53.8
IN-057,Hamilton County,51.9
IN-059,Hancock County,52.4
IN-061,Harrison County,55.9
IN-063,Hendricks County,51.9
IN-065,Henry County,51.5
IN-067,Howard County,51.3
IN-069,Huntington County,51.5
IN-071,Jackson County,54
IN-073,Jasper County,51
IN-075,Jay County,51.5
IN-077,Jefferson County,54.7
IN-079,Jennings County,54.1
IN-081,Johnson County,52.7
IN-083,Knox County,55.4
IN-085,Kosciusko County,50.7
IN-087,LaGrange County,50.3
IN-089,Lake County,51
IN-091,LaPorte County,50.7
IN-093,Lawrence County,53.8
IN-095,Madison County,51.9
IN-097,Marion County,52.6
IN-099,Marshall County,50.6
IN-101,Martin County,54.2
IN-103,Miami County,51.5
IN-105,Monroe County,53.1
IN-107,Montgomery County,51.5
IN-109,Morgan County,52.7
IN-111,Newton County,51.1
IN-113,Noble County,50.3
IN-115,Ohio County,54.3
IN-117,Orange County,54.5
IN-119,Owen County,52.8
IN-121,Parke County,52.6
IN-123,Perry County,56
IN-125,Pike County,55.5
IN-127,Porter County,50.8
IN-129,Posey County,57.2
IN-131,Pulaski County,51
IN-133,Putnam County,51.8
IN-135,Randolph County,51
IN-137,Ripley County,53.3
IN-139,Rush County,52.3
IN-141,St. Joseph County,50.5
IN-143,Scott County,54.9
IN-145,Shelby County,53
IN-147,Spencer County,56.6
IN-149,Starke County,50.8
IN-151,Steuben County,49.9
IN-153,Sullivan County,54.5
IN-155,Switzerland County,54.5
IN-157,Tippecanoe County,51.7
IN-159,Tipton County,51.4
IN-161,Union County,52
IN-163,Vanderburgh County,57.1
IN-165,Vermillion County,52.8
IN-167,Vigo County,53.7
IN-169,Wabash County,51.5
IN-171,Warren County,51.7
IN-173,Warrick County,56.6
IN-175,Washington County,54.4
IN-177,Wayne County,51.4
IN-179,Wells County,51.6
IN-181,White County,51.2
IN-183,Whitley County,50.7
IA-001,Adair County,48.6
IA-003,Adams County,49.2
IA-005,Allamakee County,47.2
IA-007,Appanoose County,50.6
IA-009,Audubon County,47.6
IA-011,Benton County,48.3
IA-013,Black Hawk County,47.4
IA-015,Boone County,48.2
IA-017,Bremer County,46.7
IA-019,Buchanan County,47.4
IA-021,Buena Vista County,46.5
IA-023,Butler County,47.1
IA-025,Calhoun County,47.2
IA-027,Carroll County,47.4
IA-029,Cass County,48.7
IA-031,Cedar County,49.3
IA-033,Cerro Gordo County,46
IA-035,Cherokee County,46.6
IA-037,Chickasaw County,45.6
IA-039,Clarke County,49.8
IA-041,Clay County,46
IA-043,Clayton County,47.1
IA-045,Clinton County,49.5
IA-047,Crawford County,47.5
IA-049,Dallas County,48.9
IA-051,Davis County,50.8
IA-053,Decatur County,50.4
IA-055,Delaware County,47.3
IA-057,Des Moines County,51.4
IA-059,Dickinson County,45.4
IA-061,Dubuque County,48
IA-063,Emmet County,45.5
IA-065,Fayette County,46.3
IA-067,Floyd County,46.3
IA-069,Franklin County,46.7
IA-071,Fremont County,51.3
IA-073,Greene County,47.8
IA-075,Grundy County,47.3
IA-077,Guthrie County,48.1
IA-079,Hamilton County,47.6
IA-081,Hancock County,45.8
IA-083,Hardin County,47.3
IA-085,Harrison County,49
IA-087,Henry County,50.8
IA-089,Howard County,45
IA-091,Humboldt County,46.7
IA-093,Ida County,47.2
IA-095,Iowa County,49
IA-097,Jackson County,49
IA-099,Jasper County,49.2
IA-101,Jefferson County,50.5
IA-103,Johnson County,49.6
IA-105,Jones County,48.3
IA-107,Keokuk County,49.8
IA-109,Kossuth County,46
IA-111,Lee County,52.1
IA-113,Linn County,48.4
IA-115,Louisa County,50.9
IA-117,Lucas County,50
IA-119,Lyon County,46
IA-121,Madison County,49.3
IA-123,Mahaska County,49.9
IA-125,Marion County,50.2
IA-127,Marshall County,48.1
IA-129,Mills County,50.6
IA-131,Mitchell County,45.3
IA-133,Monona County,48.6
IA-135,Monroe County,50.3
IA-137,Montgomery County,49.8
IA-139,Muscatine County,50.4
IA-141,O'Brien County,46
IA-143,Osceola County,45.4
IA-145,Page County,50.4
IA-147,Palo Alto County,46
IA-149,Plymouth County,47.2
IA-151,Pocahontas County,46.7
IA-153,Polk County,49.4
IA-155,Pottawattamie County,49.6
IA-157,Poweshiek County,48.7
IA-159,Ringgold County,50.1
IA-161,Sac County,46.9
IA-163,Scott County,50.2
IA-165,Shelby County,48
IA-167,Sioux County,46.3
IA-169,Story County,48.2
IA-171,Tama County,47.9
IA-173,Taylor County,49.8
IA-175,Union County,49.4
IA-177,Van Buren County,51.3
IA-179,Wapello County,50.4
IA-181,Warren County,49.9
IA-183,Washington County,50
IA-185,Wayne County,50.3
IA-187,Webster County,47.4
IA-189,Winnebago County,45.4
IA-191,Winneshiek County,45.8
IA-193,Woodbury County,48.1
IA-195,Worth County,45.4
IA-197,Wright County,46.7
KS-001,Allen County,56.3
KS-003,Anderson County,55.8
KS-005,Atchison County,53.7
KS-007,Barber County,57.7
KS-009,Barton County,55.3
KS-011,Bourbon County,56.8
KS-013,Brown County,52.9
KS-015,Butler County,56.7
KS-017,Chase County,55.6
KS-019,Chautauqua County,58
KS-021,Cherokee County,58.2
KS-023,Cheyenne County,52.3
KS-025,Clark County,57.1
KS-027,Clay County,54.5
KS-029,Cloud County,54
KS-031,Coffey County,55.5
KS-033,Comanche County,57.3
KS-035,Cowley County,57.9
KS-037,Crawford County,57.3
KS-039,Decatur County,52.5
KS-041,Dickinson County,55.5
KS-043,Doniphan County,53.3
KS-045,Douglas County,55.1
KS-047,Edwards County,56
KS-049,Elk County,57.2
KS-051,Ellis County,55
KS-053,Ellsworth County,55.3
KS-055,Finney County,55.3
KS-057,Ford County,55.7
KS-059,Franklin County,55.5
KS-061,Geary County,54.9
KS-063,Gove County,54.2
KS-065,Graham County,54.2
KS-067,Grant County,55.9
KS-069,Gray County,55.5
KS-071,Greeley County,53.9
KS-073,Greenwood County,56.1
KS-075,Hamilton County,55.1
KS-077,Harper County,58.2
KS-079,Harvey County,56.8
KS-081,Haskell County,55.7
KS-083,Hodgeman County,55.7
KS-085,Jackson County,53.7
KS-087,Jefferson County,54.2
KS-089,Jewell County,53
KS-091,Johnson County,55
KS-093,Kearny County,55.3
KS-095,Kingman County,57.3
KS-097,Kiowa County,56.3
KS-099,Labette County,58.1
KS-101,Lane County,54.7
KS-103,Leavenworth County,54.8
KS-105,Lincoln County,55.1
KS-107,Linn County,56.1
KS-109,Logan County,53.9
KS-111,Lyon County,55.2
KS-113,McPherson County,56.2
KS-115,Marion County,55.7
KS-117,Marshall County,53
KS-119,Meade County,56.6
KS-121,Miami County,55.4
KS-123,Mitchell County,54.2
KS-125,Montgomery County,58.4
KS-127,Morris County,54.9
KS-129,Morton County,56.3
KS-131,Nemaha County,52.6
KS-133,Neosho County,57.2
KS-135,Ness County,55.4
KS-137,Norton County,53.1
KS-139,Osage County,55
KS-141,Osborne County,54.2
KS-143,Ottawa County,55.1
KS-145,Pawnee County,55.8
KS-147,Phillips County,53.5
KS-149,Pottawatomie County,54
KS-151,Pratt County,56.6
KS-153,Rawlins County,52.4
KS-155,Reno County,56.8
KS-157,Republic County,53
KS-159,Rice County,55.8
KS-161,Riley County,54.4
KS-163,Rooks County,54.4
KS-165,Rush County,55.5
KS-167,Russell County,55
KS-169,Saline County,55.9
KS-171,Scott County,54.4
KS-173,Sedgwick County,57.9
KS-175,Seward County,56.6
KS-177,Shawnee County,54.9
KS-179,Sheridan County,53.3
KS-181,Sherman County,52.4
KS-183,Smith County,53.2
