year,lon,lat
1990,-85.2393043,41.0215818
1990,-83.61728670000001,40.983880799999994
1990,-84.322,33.777
1990,-74.463013,40.7138227
1990,-74.66493129999999,40.8855835
1990,-71.146,42.371
1990,-82.716756,38.4610188
1990,-74.4418681,40.517469500000004
1990,-81.57374,41.37567
1990,-71.69422390000001,43.9430477
1990,-71.146,42.371
1990,-75.0370474,40.4094816
1990,-77.1576135,39.0240111
1990,-80.478791,35.6898839
1990,-87.7401166,37.8488054
1990,-86.8104458,40.4548174
1990,-75.2006316,40.04428060000001
1990,-75.4583287,40.26497929999999
1990,-73.9653683,40.878283
1990,-76.7761838,39.447246
1990,-73.829399,44.0237209
1990,-87.9914955,35.7845733
1990,-94.250275,35.78
1990,-77.0995027,38.9724972
1990,-95.5703661,40.2684651
1990,-93.84373000000001,36.589209999999994
1990,-74.0090475,42.6444778
1990,-76.1125946,44.2692965
1990,-84.0920215,39.6229607
1990,-87.7401166,37.8488054
1990,-90.300167,38.636225
1990,-71.146,42.371
1990,-81.3315868,41.6113006
1990,-72.37527970000001,41.1019273
1990,-93.5687542,45.00167879999999
1990,-67.2748661,45.1216275
1990,-78.23028000000001,40.665
1990,-82.5487804,35.383452
1990,-84.322,33.777
1990,-70.83699,42.5001
1990,-76.8586707,40.3975091
1990,-84.4485999,33.911881799999996
1990,-88.2128,42.1328
1990,-73.98650409999999,44.1435369
1990,-83.61728670000001,40.983880799999994
1990,-74.5853984,41.2906978
1990,-81.57374,41.37567
1990,-71.146,42.371
1990,-91.50868890000001,41.6704755
1990,-71.4262712,42.5515075
1990,-70.93840229999999,43.0248057
1990,-76.87876990000001,39.6762468
1990,-93.2457733,29.7894087
1990,-76.9863939,39.397850299999995
1990,-73.9904281,40.6523083
1990,-76.6443157,39.3846668
1990,-84.01559449999999,39.5732029
1990,-82.80790329999999,39.8861022
1990,-76.6192746,39.5194755
1990,-71.76590999999999,42.23157
1990,-76.8453848,39.1150115
1990,-75.222538,40.120622
1990,-89.82539890000001,35.140791899999996
1990,-81.522492,41.615312
1990,-90.05476,35.3410346
1990,-76.7639208,39.2176086
1990,-75.08224009999999,38.494108000000004
1990,-75.4583287,40.26497929999999
1990,-75.1893997,40.3261424
1990,-75.0370474,40.4094816
1990,-74.4267995,41.1861854
1990,-84.39368370000001,32.962868900000004
1990,-85.60250759999998,42.2681633
1990,-75.790987,39.2888078
1990,-85.2393043,41.0215818
1990,-84.2871845,30.482135999999997
1990,-93.9894676,35.599252299999996
1990,-94.3902236,29.5613445
1990,-82.34978199999999,36.277908200000006
1990,-70.89752,42.649359999999994
1990,-81.38323670000001,34.38006
1990,-76.3342949,43.0228336
1990,-85.2172391,37.07088710000001
1990,-91.5816564,43.6434452
1990,-89.82539890000001,35.140791899999996
1990,-91.53491020000001,42.2052729
1990,-73.9314651,40.9181176
1990,-73.850664,44.1134
1990,-76.5813629,43.4321845
1990,-78.491478,39.612432899999995
1990,-75.66382879999999,40.3993789
1990,-97.58219720000001,38.0778927
1990,-81.8842685,41.4097919
1990,-96.3832852,42.273576299999995
1990,-71.146,42.371
1990,-75.0370474,40.4094816
1990,-84.5908121,44.5027283
1990,-72.5129735,42.3902558
1990,-86.11032490000001,37.1782359
1990,-75.24212659999999,39.996536600000006
1990,-76.087,38.427
1990,-71.146,42.371
1990,-84.04046,30.596363
1990,-74.7231953,41.2354701
1990,-89.82539890000001,35.140791899999996
1990,-85.2393043,41.0215818
1990,-73.8785183,43.1271496
1990,-77.34314920000001,39.0682467
1990,-89.864763,35.6057425
1990,-72.2682037,41.600577
1990,-94.39633609999998,29.565224
1990,-77.28894609999999,39.0537674
1990,-82.34978199999999,36.277908200000006
1990,-73.9201355,42.030328600000004
1990,-71.9902611,41.270732200000005
1990,-90.300167,38.636225
1990,-80.7833333,33.783333299999995
1990,-76.3690253,43.5237609
1990,-73.8785183,43.1271496
1990,-83.03271,39.940098
1990,-75.045456,40.002445
1990,-83.239975,42.319399100000005
1990,-75.4583287,40.26497929999999
1990,-79.16837659999999,42.0193687
1990,-70.91078279999999,42.643997999999996
1990,-88.00396640000001,36.803626799999996
1990,-70.99931720000001,42.6401467
1990,-71.0934348,42.7287548
1990,-76.8271512,39.1342744
1990,-74.7137754,41.064703
1990,-71.6426846,43.4370384
1990,-81.522492,41.615312
1990,-76.9944191,39.36078070000001
1990,-83.925549,33.247071999999996
1990,-85.8911618,41.5432754
1990,-74.77314229999999,40.3576222
1990,-94.39633609999998,29.565224
1990,-81.3315868,41.6113006
1990,-81.93169300000001,41.490321
1990,-89.82539890000001,35.140791899999996
1990,-73.8785183,43.1271496
1990,-89.3476868,41.8861766
1990,-70.8401871,42.4930171
1990,-76.89305309999999,39.3548743
1990,-77.92734909999999,42.7212687
1990,-74.4418681,40.517469500000004
1990,-75.9157741,42.8126708
1990,-71.82342,43.43698
1990,-86.11032490000001,37.1782359
1990,-75.0370474,40.4094816
1990,-84.322,33.777
1990,-85.60250759999998,42.2681633
1990,-88.8276,38.402
1990,-89.98727,29.236629999999998
1990,-71.37430069999999,41.4825853
1990,-71.146,42.371
1990,-94.39490140000001,29.5707984
1990,-83.191884,41.627709499999995
1990,-94.37084200000001,34.6846049
1990,-84.2638397,39.268959
1990,-89.3476868,41.8861766
1990,-83.9671404,37.0568058
1990,-76.9863939,39.397850299999995
1990,-76.4241559,42.4645343
1990,-103.36984629999999,40.4193773
1990,-93.9894676,35.599252299999996
1990,-73.8352114,41.1098093
1990,-84.4485999,33.911881799999996
1990,-83.3857394,33.900149799999994
1990,-71.9973564,41.265496999999996
1990,-71.9965625,41.2635717
1990,-95.0695896,32.9546645
1990,-71.46764549999999,43.1035369
1990,-85.60250759999998,42.2681633
1990,-73.80237149999999,42.7860031
1990,-77.2905277,39.275034600000005
1990,-76.97911440000001,39.2702797
1990,-86.18748659999999,39.8283135
1990,-79.01221600000001,33.796303
1990,-87.58133409999999,41.781201
1990,-83.6894703,41.0213713
1990,-84.79102459999999,39.1246028
1990,-75.4583287,40.26497929999999
1990,-78.0485702,39.839205
1990,-87.7401166,37.8488054
1990,-71.7173982,43.3802517
1990,-77.0008993,39.4666465
1990,-76.89305309999999,39.3548743
1990,-71.39142,45.05115
1990,-75.93928100000001,38.9678344
1990,-74.11806109999999,42.15571
1990,-81.38323670000001,34.38006
1990,-84.0149928,39.5643905
1990,-90.300167,38.636225
1990,-70.93840229999999,43.0248057
1990,-91.5747786,42.0127619
1990,-84.53308940000001,39.169057099999996
1990,-71.146,42.371
1990,-78.23028000000001,40.665
1990,-83.03271,39.940098
1990,-71.0869235,42.462520700000006
1990,-72.6233196,41.8338915
1990,-83.92018320000001,43.6789219
1990,-84.0149928,39.5643905
1990,-83.72634120000001,42.2708397
1990,-90.1535296,35.0725414
1990,-81.3315868,41.6113006
1990,-74.5516463,40.743898200000004
1990,-78.23028000000001,40.665
1990,-89.82539890000001,35.140791899999996
1990,-71.76590999999999,42.23157
1990,-87.58133409999999,41.781201
1990,-85.60250759999998,42.2681633
1990,-83.73435970000001,39.959069799999995
1990,-71.0926916,42.7192489
1990,-93.1694718,29.783388800000004
1990,-89.85277559999999,35.625
1990,-75.46955109999999,39.2670818
1990,-85.35183909999999,42.363141999999996
1990,-74.6628358,40.3275414
1990,-89.8854804,35.5748571
1990,-76.9863939,39.397850299999995
1990,-92.69166,35.63302
1990,-78.23028000000001,40.665
1990,-71.0291004,42.6968196
1990,-93.5687542,45.00167879999999
1990,-74.67908259999999,40.818242600000005
1990,-74.4370079,39.4680711
1990,-83.13638,35.1947777
1990,-86.5803874,41.9368883
1990,-95.9104142,45.034928799999996
1990,-93.4581689,29.8706337
1990,-76.3690253,43.5237609
1990,-74.4418681,40.517469500000004
1990,-95.8948517,41.174907
1990,-81.38323670000001,34.38006
1990,-81.4359319,41.5618152
1990,-93.3046532,29.7903026
1990,-75.4583287,40.26497929999999
1990,-79.4142671,42.1732349
1990,-71.30301899999999,44.271323100000004
1990,-84.322,33.777
1990,-87.7401166,37.8488054
1990,-76.70914,38.77306
1990,-87.7401166,37.8488054
1990,-84.515934,39.1383157
1990,-94.3898535,29.573681
1990,-77.2905277,39.275034600000005
1990,-76.52554,38.959404
1990,-84.71791,39.19146
1990,-71.76590999999999,42.23157
1990,-70.8392515,42.6646478
1990,-70.8401871,42.4930171
1990,-73.8785183,43.1271496
1990,-81.8842685,41.4097919
1990,-83.13638,35.1947777
1990,-78.0601466,40.9019304
1990,-75.46955109999999,39.2670818
1990,-76.8715,39.49
1990,-77.9454798,42.6374657
1990,-72.5129735,42.3902558
1990,-84.515934,39.1383157
1990,-77.65219880000001,43.277198799999994
1990,-73.7099314,40.8673217
1990,-82.80326840000001,42.5796301
1990,-86.5803874,41.9368883
1990,-77.6757646,43.290592
1990,-73.8785183,43.1271496
1990,-83.9116268,43.670003200000004
1990,-81.30037309999999,41.611399600000006
1990,-78.23028000000001,40.665
1990,-74.6628358,40.3275414
1990,-75.9157741,42.8126708
1990,-94.3902236,29.5613445
1990,-76.3690253,43.5237609
1990,-84.42167140000001,39.6424887
1990,-74.7608385,41.2144592
1990,-80.6751877,28.4929086
1990,-83.78843309999999,41.6680151
1990,-75.2743325,41.3107209
1990,-87.7401166,37.8488054
1990,-93.28765870000001,29.8049012
1990,-76.65199759999999,39.353746
1990,-72.4394913,41.0795555
1990,-81.60559570000001,41.431402899999995
1990,-83.8816023,39.8021401
1990,-75.40071490000001,39.9552803
1990,-81.8842685,41.4097919
1990,-84.714603,34.750009000000006
1990,-82.8864762,40.0766914
1990,-74.6628358,40.3275414
1990,-88.33390809999999,46.0968893
1990,-94.3902236,29.5613445
1990,-83.61728670000001,40.983880799999994
1990,-87.7401166,37.8488054
1990,-75.045456,40.002445
1990,-72.5129735,42.3902558
1990,-74.5516463,40.743898200000004
1990,-83.03271,39.940098
1990,-81.4198762,41.4174146
1990,-85.9391785,44.961397
1990,-71.76590999999999,42.23157
1990,-87.7401166,37.8488054
1990,-76.9650972,39.402741799999994
1990,-91.531644,36.279872999999995
1990,-76.17430999999999,39.654346000000004
1990,-90.47057629999999,38.6283575
1990,-72.8180802,42.1172219
1990,-70.89752,42.649359999999994
1990,-76.1196412,39.9115355
1990,-70.8022995,42.763900799999995
1990,-71.5951967,43.6193162
1990,-89.98957159999999,29.239038800000003
1990,-94.3902236,29.5613445
1990,-77.1579695,39.027852200000005
1990,-73.967472,42.664930700000006
1990,-73.9869263,40.4392518
1990,-83.6821479,32.9157648
1990,-85.60250759999998,42.2681633
1990,-79.2126274,33.3388465
1990,-69.9522029,43.9501645
1990,-93.3151245,30.3065033
1990,-84.623449,34.696866
1990,-75.46955109999999,39.2670818
1990,-70.9100103,42.6728314
1990,-97.3546064,37.705417700000005
1990,-85.2393043,41.0215818
1990,-90.1985264,36.972480499999996
1990,-85.35183909999999,42.363141999999996
1990,-70.99931720000001,42.6401467
1990,-86.8463445,40.5055768
1990,-87.7401166,37.8488054
1990,-90.05476,35.3410346
1990,-75.4583287,40.26497929999999
1990,-70.8401871,42.4930171
1990,-72.9043293,41.3301972
1990,-74.4769728,40.5128367
1990,-84.0920215,39.6229607
1990,-87.58133409999999,41.781201
1990,-84.738461,39.260897799999995
1990,-74.9737944,40.2318983
1990,-89.4411564,37.5626093
1990,-89.010696,35.945413
1990,-87.7444,41.980608000000004
1990,-93.3151245,30.3065033
1990,-81.60559570000001,41.431402899999995
1990,-88.7983704,35.05557520000001
1990,-71.76590999999999,42.23157
1990,-89.862585,35.600107200000004
1990,-71.146,42.371
1990,-89.82539890000001,35.140791899999996
1990,-76.7834365,42.9745897
1990,-79.895196,32.7924697
1990,-94.39633609999998,29.565224
1990,-75.045456,40.002445
1990,-71.52645109999999,41.975292200000005
1990,-75.222538,40.120622
1990,-74.5747125,41.1805435
1990,-71.064,42.218999999999994
1990,-70.84119,42.67929
1990,-70.91464520000001,42.42195170000001
1990,-74.9608333,38.961388899999996
1990,-95.8948517,41.174907
1990,-76.36427409999999,38.148543
1990,-89.82539890000001,35.140791899999996
1990,-85.60250759999998,42.2681633
1990,-82.5757313,43.0364935
1990,-83.99118659999999,36.9360348
1990,-87.7444,41.980608000000004
1990,-85.2393043,41.0215818
1990,-75.0329304,41.504174299999995
1990,-93.3046532,29.7903026
1990,-76.24496459999999,43.9953255
1990,-70.8401871,42.4930171
1990,-74.2392061,41.126808600000004
1990,-93.5687542,45.00167879999999
1990,-79.23751829999999,40.2402261
1990,-76.3339617,42.395775
1990,-84.515934,39.1383157
1990,-75.1282775,40.1227936
1990,-73.7099314,40.8673217
1990,-70.8022995,42.763900799999995
1990,-70.84434990000001,42.7906139
1990,-73.6837692,40.980701399999994
1990,-85.8074284,38.9286344
1990,-89.1432595,35.4705616
1990,-76.7639208,39.2176086
1990,-74.4556133,40.510503799999995
1990,-84.092095,39.6184596
1990,-81.60559570000001,41.431402899999995
1990,-87.6344204,41.9633833
1990,-76.1125946,44.2692965
1990,-76.7286068,39.6171552
1990,-76.9863939,39.397850299999995
1990,-85.2393043,41.0215818
1990,-77.0684859,38.97704
1990,-76.88730240000001,39.0254518
1990,-87.6189333,41.8765232
1990,-71.37430069999999,41.4825853
1990,-81.3315868,41.6113006
1990,-71.76590999999999,42.23157
1990,-76.23420859999999,43.8077665
1990,-85.60250759999998,42.2681633
1990,-74.77314229999999,40.3576222
1990,-78.23028000000001,40.665
1990,-76.5156126,39.0336734
1990,-81.3315868,41.6113006
1990,-76.6752577,38.6271638
1990,-87.58133409999999,41.781201
1990,-74.51667020000001,41.5366669
1990,-76.0915446,38.44568710000001
1990,-77.2905277,39.275034600000005
1990,-74.6183681,40.37774
1990,-76.3439347,42.9658736
1990,-87.9064,41.828
1990,-76.52554,38.959404
1990,-76.67634,38.7231917
1990,-88.7279892,35.6418127
1990,-87.8816414,41.7095
1990,-83.739641,36.939923799999995
1990,-75.3181458,41.160950799999995
1990,-76.6443157,39.3846668
1990,-84.08216709999999,39.479629100000004
1990,-76.89305309999999,39.3548743
1990,-84.4151955,39.0766119
1990,-81.8842685,41.4097919
1990,-84.515934,39.1383157
1990,-71.76590999999999,42.23157
1990,-71.146,42.371
1990,-69.0478706,44.230778799999996
1990,-87.58133409999999,41.781201
1990,-71.33766709999999,43.995608600000004
1990,-84.623449,34.696866
1990,-87.58133409999999,41.781201
1990,-76.86116700000001,39.331309999999995
1990,-81.29275559999999,41.752088799999996
1990,-74.7529078,39.7581021
1990,-85.5839306,42.9326652
1990,-74.6628358,40.3275414
1990,-85.2393043,41.0215818
1990,-70.93840229999999,43.0248057
1990,-82.3850933,33.6429691
1990,-72.0552278,41.4274277
1990,-93.0426,35.85763
1990,-73.8654077,42.4731193
1990,-93.2574463,29.7834495
1990,-82.716756,38.4610188
1990,-76.6563397,41.3621289
1990,-76.1125946,44.2692965
1990,-77.3211288,40.8020401
1990,-71.1756473,42.9964255
1990,-70.8401871,42.4930171
1990,-88.33745959999999,35.1375984
1990,-89.301074,35.1406481
1990,-90.300167,38.636225
1990,-84.42512509999999,39.199003499999996
1990,-84.0149928,39.5643905
1990,-84.8491126,37.0562046
1990,-89.5091692,35.388954
1990,-74.1306639,40.1618244
1990,-75.8640718,41.5535904
1990,-97.3546064,37.705417700000005
1990,-83.73435970000001,39.959069799999995
1990,-93.342396,44.7107412
1990,-83.28182729999999,33.6250896
1990,-84.092095,39.6184596
1990,-85.60250759999998,42.2681633
1990,-81.4060655,41.5174234
1990,-94.3569374,34.604707
1990,-76.8960944,39.442208799999996
1990,-78.4291637,43.075347
1990,-75.472287,40.5493245
1990,-90.05476,35.3410346
1990,-71.32421,43.30588
1990,-90.2252,35.3422
1990,-70.97509000000001,41.9904
1990,-78.93193959999999,39.6419831
1990,-83.6011505,40.9913014
1990,-74.62960770000001,40.753432200000006
1990,-70.9009454,43.1056114
1990,-85.2393043,41.0215818
1990,-87.58133409999999,41.781201
1990,-85.8290684,41.745821299999996
1990,-85.60250759999998,42.2681633
1990,-73.8594317,41.662797399999995
1990,-73.8732965,44.1849215
1990,-89.82539890000001,35.140791899999996
1990,-84.092095,39.6184596
1990,-75.8429613,39.7083682
1990,-74.7503328,41.2279585
1990,-75.4458618,39.9479768
1990,-85.60250759999998,42.2681633
1990,-88.6661696,35.1525825
1990,-85.4102,41.5737
1990,-73.8785183,43.1271496
1990,-78.01013950000001,39.6103831
1990,-76.4021532,43.180435100000004
1990,-70.8401871,42.4930171
1990,-85.60250759999998,42.2681633
1990,-86.076548,32.607364000000004
1990,-87.7401166,37.8488054
1990,-73.7862812,42.4429607
1990,-70.8401871,42.4930171
1990,-93.22242740000002,29.7842689
1990,-91.8127441,42.12165460000001
1990,-76.7761838,39.447246
1990,-72.66307540000001,42.3298534
1990,-82.8864762,40.0766914
1990,-71.6466318,42.8425554
1990,-86.6074988,41.5203372
1990,-81.30037309999999,41.611399600000006
1990,-87.8057,41.8129
1990,-70.93840229999999,43.0248057
1990,-76.5283728,39.042279
1990,-82.5136566,39.1459949
1990,-71.09056590000002,42.7077712
1990,-88.2128,42.1328
1990,-93.06300999999999,35.79795
1990,-73.47707,41.724790000000006
1990,-70.8401871,42.4930171
1990,-78.3728455,43.1307943
1990,-75.57297709999999,39.8060305
1990,-84.515934,39.1383157
1990,-84.60074,39.01676
1990,-71.9973564,41.265496999999996
1990,-70.93840229999999,43.0248057
1990,-85.60250759999998,42.2681633
1990,-86.81259159999999,40.64204470000001
1990,-85.60250759999998,42.2681633
1990,-76.89305309999999,39.3548743
1990,-77.2905277,39.275034600000005
1990,-89.34474709999999,41.8796267
1990,-86.35855,41.54401
1990,-74.4418681,40.517469500000004
1990,-77.1579695,39.027852200000005
1990,-74.6628358,40.3275414
1990,-89.1432595,35.4705616
1990,-88.9970684,41.3231689
1990,-76.9863939,39.397850299999995
1990,-74.62960770000001,40.753432200000006
1990,-93.45841879999999,36.5347686
1990,-94.3898535,29.573681
1990,-71.03154659999998,42.913126299999995
1990,-83.22847370000001,41.616084
1990,-93.2574463,29.7834495
1990,-70.93840229999999,43.0248057
1990,-71.76590999999999,42.23157
1990,-73.8785183,43.1271496
1990,-90.1410198,35.05958
1990,-84.42167140000001,39.6424887
1990,-93.94817950000001,29.698407300000003
1990,-76.01577759999999,38.7477912
1990,-87.7401166,37.8488054
1990,-80.48676440000001,40.027856400000005
1990,-71.4262712,42.5515075
1990,-83.8816023,39.8021401
1990,-85.2242973,36.67280770000001
1990,-76.01566329999999,43.434416799999994
1990,-74.92271,40.17451
1990,-78.491478,39.612432899999995
1990,-75.66382879999999,40.3993789
1990,-71.364634,41.4778627
1990,-87.65899999999999,41.482
1990,-71.1313248,42.2248946
1990,-84.96757509999999,41.2103223
1990,-71.1756473,42.9964255
1990,-83.3515066,39.2244424
1990,-74.849905,43.785172100000004
1990,-71.13781999999999,44.78145
1990,-75.9530488,40.625536
1990,-75.2257061,40.07849829999999
1990,-84.57898,33.977962
1990,-83.8816023,39.8021401
1990,-87.9914955,35.7845733
1990,-85.60250759999998,42.2681633
1990,-76.91781999999999,38.97593
1990,-76.8765746,39.3323374
1990,-84.623449,34.696866
1990,-75.62567709999999,40.8618621
1990,-85.60250759999998,42.2681633
1990,-76.45291329999999,42.4787599
1990,-76.2393397,43.527260999999996
1990,-76.89305309999999,39.3548743
1990,-81.8243694,41.3570331
1990,-87.5619,41.6051
1990,-81.3315868,41.6113006
1990,-87.58133409999999,41.781201
1990,-85.2393043,41.0215818
1990,-73.7012273,40.9531117
1990,-70.93840229999999,43.0248057
1990,-76.8960944,39.442208799999996
1990,-82.8087616,39.936066
1990,-94.3902236,29.5613445
1990,-76.9863939,39.397850299999995
1990,-73.88880520000001,42.7096964
1990,-87.7401166,37.8488054
1990,-84.09484859999999,39.405693
1990,-72.5129735,42.3902558
1990,-75.66382879999999,40.3993789
1990,-74.4226098,40.47524
1990,-84.322,33.777
1990,-76.7079163,38.734535799999996
1990,-76.67897669999999,41.3900474
1990,-94.297092,35.3508359
1990,-76.29972159999998,42.440742
1990,-81.3235167,32.3059344
1990,-71.0869235,42.462520700000006
1990,-93.2322979,29.785162800000002
1990,-73.8785183,43.1271496
1990,-74.9171448,40.9154584
1990,-84.9579835,36.8139918
1990,-82.716756,38.4610188
1990,-74.749732,43.7886933
1990,-75.6555182,43.70830170000001
1990,-81.3315868,41.6113006
1990,-85.8825021,41.543433799999995
1990,-86.5803874,41.9368883
1990,-87.7401166,37.8488054
1990,-87.07845209999999,39.936921500000004
1990,-76.91966059999999,39.3440224
1990,-94.68978879999999,34.134257500000004
1990,-77.2905277,39.275034600000005
1990,-75.46955109999999,39.2670818
1990,-85.6796265,33.7106323
1990,-90.1410198,35.05958
1990,-92.1855927,37.6343537
1990,-86.3674692,41.549612700000004
1990,-74.4556133,40.510503799999995
1990,-81.30037309999999,41.611399600000006
1990,-84.9652176,43.712486299999995
1990,-76.6443157,39.3846668
1990,-74.4418681,40.517469500000004
1990,-72.7794843,42.4103526
1990,-73.97026059999999,40.7773892
1990,-70.90903,42.62481
1990,-75.0925067,40.821605299999995
1990,-75.4755163,38.5246336
1990,-87.7551809,37.811151200000005
1990,-70.7965012,42.7411003
1990,-82.3850933,33.6429691
1990,-78.23028000000001,40.665
1990,-93.3046532,29.7903026
1990,-73.9314651,40.9181176
1990,-70.99931720000001,42.6401467
1990,-85.60250759999998,42.2681633
1990,-87.7401166,37.8488054
1990,-76.91966059999999,39.3440224
1990,-74.5186533,40.21865820000001
1990,-84.006958,36.0522217
1990,-87.7401166,37.8488054
1990,-71.76590999999999,42.23157
1990,-81.8842685,41.4097919
1990,-90.300167,38.636225
1990,-73.8785183,43.1271496
1990,-73.38702909999999,41.4698002
1990,-93.12688,35.84983
1990,-77.28894609999999,39.0537674
1990,-70.88069920000001,42.2713013
1990,-76.944766,39.718543100000005
1990,-75.4583287,40.26497929999999
1990,-84.63418990000001,34.8636165
1990,-70.93840229999999,43.0248057
1990,-82.716756,38.4610188
1990,-70.99931720000001,42.6401467
1990,-83.9397193,36.004912100000006
1990,-76.8717382,39.3325551
1990,-94.2478,34.3439
1990,-70.8392515,42.6646478
1990,-76.2018907,43.6916264
1990,-87.7710307,42.116080700000005
1990,-76.2393397,43.527260999999996
1990,-70.93840229999999,43.0248057
1990,-85.60250759999998,42.2681633
1990,-79.2203093,39.3801224
1990,-76.19384409999999,43.697157399999995
1990,-87.78953940000001,42.1470902
1990,-73.8785183,43.1271496
1990,-73.9695739,40.7771162
1990,-76.033835,42.780996
1990,-85.60250759999998,42.2681633
1990,-71.82342,43.43698
1990,-95.51904590000001,40.2471903
1990,-86.33552309999999,43.2460624
1990,-76.6443157,39.3846668
1990,-89.5750752,40.75923529999999
1990,-73.89076779999999,42.60999520000001
1990,-84.3946043,33.922483899999996
1990,-87.7401166,37.8488054
1990,-74.9608333,38.961388899999996
1990,-73.9246845,41.958181700000004
1990,-73.0509281,42.6475966
1990,-76.615262,39.5791326
1990,-76.07973390000001,43.0344446
1990,-71.1756473,42.9964255
1990,-76.0915446,38.44568710000001
1990,-70.8022995,42.763900799999995
1990,-81.37435909999999,34.355340999999996
1990,-70.8401871,42.4930171
1990,-92.1855927,37.6343537
1990,-72.37527970000001,41.1019273
1990,-85.35183909999999,42.363141999999996
1990,-76.87163829999999,39.4948348
1990,-85.60250759999998,42.2681633
1990,-71.00635799999999,41.56941
1990,-81.4198762,41.4174146
1990,-76.1093223,39.867377600000005
1990,-85.60250759999998,42.2681633
1990,-70.93840229999999,43.0248057
1990,-80.6632197,34.5625116
1990,-87.8770047,41.709154999999996
1990,-93.3046532,29.7903026
1990,-83.2804177,33.9670255
1990,-85.60250759999998,42.2681633
1990,-75.46955109999999,39.2670818
1990,-87.9265022,36.841988
1990,-85.8074284,38.9286344
1990,-76.9863939,39.397850299999995
1990,-74.0201926,42.4853825
1990,-76.92009,39.33377
1990,-70.8401871,42.4930171
1990,-81.38323670000001,34.38006
1990,-76.74465179999999,39.2268013
1990,-87.58133409999999,41.781201
1990,-74.6840973,41.334299
